liquidacion_det_id,liquidacion_id,concept_code,quantity,amount,remunerative_flag,employer_flag
LIQD_000390,LIQ_000126,DESCUENTOS,1,-228.97,False,False
LIQD_000391,LIQ_000126,CARGAS_SOCIALES,1,323.26,False,True
LIQD_000392,LIQ_000126,HORAS_EXTRA,1,101.05,True,False
LIQD_000393,LIQ_000127,BASICO,1,1864.17,True,False
LIQD_000394,LIQ_000127,DESCUENTOS,1,-352.8,False,False
LIQD_000395,LIQ_000127,CARGAS_SOCIALES,1,498.07,False,True
LIQD_000396,LIQ_000127,HORAS_EXTRA,1,62.94,True,False
LIQD_000397,LIQ_000127,BONO,1,148.19,True,False
LIQD_000398,LIQ_000128,BASICO,1,1169.46,True,False
LIQD_000399,LIQ_000128,DESCUENTOS,1,-198.81,False,False
LIQD_000400,LIQ_000128,CARGAS_SOCIALES,1,280.67,False,True
LIQD_000401,LIQ_000129,BASICO,1,1232.09,True,False
LIQD_000402,LIQ_000129,DESCUENTOS,1,-225.09,False,False
LIQD_000403,LIQ_000129,CARGAS_SOCIALES,1,317.77,False,True
LIQD_000404,LIQ_000129,HORAS_EXTRA,1,91.96,True,False
LIQD_000405,LIQ_000130,BASICO,1,1223.82,True,False
LIQD_000406,LIQ_000130,DESCUENTOS,1,-208.05,False,False
LIQD_000407,LIQ_000130,CARGAS_SOCIALES,1,293.72,False,True
LIQD_000408,LIQ_000131,BASICO,1,1199.95,True,False
LIQD_000409,LIQ_000131,DESCUENTOS,1,-203.99,False,False
LIQD_000410,LIQ_000131,CARGAS_SOCIALES,1,287.99,False,True
LIQD_000411,LIQ_000132,BASICO,1,1253.61,True,False
LIQD_000412,LIQ_000132,DESCUENTOS,1,-247.08,False,False
LIQD_000413,LIQ_000132,CARGAS_SOCIALES,1,348.82,False,True
LIQD_000414,LIQ_000132,HORAS_EXTRA,1,199.82,True,False
LIQD_000415,LIQ_000133,BASICO,1,1231.92,True,False
LIQD_000416,LIQ_000133,DESCUENTOS,1,-220.54,False,False
LIQD_000417,LIQ_000133,CARGAS_SOCIALES,1,311.35,False,True
LIQD_000418,LIQ_000133,HORAS_EXTRA,1,65.39,True,False
LIQD_000419,LIQ_000134,BASICO,1,1486.42,True,False
LIQD_000420,LIQ_000134,DESCUENTOS,1,-252.69,False,False
LIQD_000421,LIQ_000134,CARGAS_SOCIALES,1,356.74,False,True
LIQD_000422,LIQ_000135,BASICO,1,1256.77,True,False
LIQD_000423,LIQ_000135,DESCUENTOS,1,-230.79,False,False
LIQD_000424,LIQ_000135,CARGAS_SOCIALES,1,325.82,False,True
LIQD_000425,LIQ_000135,HORAS_EXTRA,1,100.82,True,False
LIQD_000426,LIQ_000136,BASICO,1,1354.45,True,False
LIQD_000427,LIQ_000136,DESCUENTOS,1,-249.9,False,False
LIQD_000428,LIQ_000136,CARGAS_SOCIALES,1,352.8,False,True
LIQD_000429,LIQ_000136,HORAS_EXTRA,1,115.56,True,False
LIQD_000430,LIQ_000137,BASICO,1,1291.25,True,False
LIQD_000431,LIQ_000137,DESCUENTOS,1,-232.61,False,False
LIQD_000432,LIQ_000137,CARGAS_SOCIALES,1,328.39,False,True
LIQD_000433,LIQ_000137,HORAS_EXTRA,1,77.06,True,False
LIQD_000434,LIQ_000138,BASICO,1,1204.85,True,False
LIQD_000435,LIQ_000138,DESCUENTOS,1,-204.82,False,False
LIQD_000436,LIQ_000138,CARGAS_SOCIALES,1,289.16,False,True
LIQD_000437,LIQ_000139,BASICO,1,1160.71,True,False
LIQD_000438,LIQ_000139,DESCUENTOS,1,-197.32,False,False
LIQD_000439,LIQ_000139,CARGAS_SOCIALES,1,278.57,False,True
LIQD_000440,LIQ_000140,BASICO,1,1167.24,True,False
LIQD_000441,LIQ_000140,DESCUENTOS,1,-198.43,False,False
LIQD_000442,LIQ_000140,CARGAS_SOCIALES,1,280.14,False,True
LIQD_000443,LIQ_000141,BASICO,1,1379.83,True,False
LIQD_000444,LIQ_000141,DESCUENTOS,1,-253.86,False,False
LIQD_000445,LIQ_000141,CARGAS_SOCIALES,1,358.39,False,True
LIQD_000446,LIQ_000141,HORAS_EXTRA,1,113.45,True,False
LIQD_000447,LIQ_000142,BASICO,1,1257.93,True,False
LIQD_000448,LIQ_000142,DESCUENTOS,1,-256.82,False,False
LIQD_000449,LIQ_000142,CARGAS_SOCIALES,1,362.57,False,True
LIQD_000450,LIQ_000142,HORAS_EXTRA,1,252.77,True,False
LIQD_000451,LIQ_000143,BASICO,1,1486.98,True,False
LIQD_000452,LIQ_000143,DESCUENTOS,1,-252.79,False,False
LIQD_000453,LIQ_000143,CARGAS_SOCIALES,1,356.88,False,True
LIQD_000454,LIQ_000144,BASICO,1,1434.56,True,False
LIQD_000455,LIQ_000144,DESCUENTOS,1,-281.47,False,False
LIQD_000456,LIQ_000144,CARGAS_SOCIALES,1,397.38,False,True
LIQD_000457,LIQ_000144,HORAS_EXTRA,1,221.17,True,False
LIQD_000458,LIQ_000145,BASICO,1,1288.91,True,False
LIQD_000459,LIQ_000145,DESCUENTOS,1,-219.11,False,False
LIQD_000460,LIQ_000145,CARGAS_SOCIALES,1,309.34,False,True
LIQD_000461,LIQ_000146,BASICO,1,1493.42,True,False
LIQD_000462,LIQ_000146,DESCUENTOS,1,-253.88,False,False
LIQD_000463,LIQ_000146,CARGAS_SOCIALES,1,358.42,False,True
LIQD_000464,LIQ_000147,BASICO,1,1484.53,True,False
LIQD_000465,LIQ_000147,DESCUENTOS,1,-252.37,False,False
LIQD_000466,LIQ_000147,CARGAS_SOCIALES,1,356.29,False,True
LIQD_000467,LIQ_000148,BASICO,1,1213.17,True,False
LIQD_000468,LIQ_000148,DESCUENTOS,1,-206.24,False,False
LIQD_000469,LIQ_000148,CARGAS_SOCIALES,1,291.16,False,True
LIQD_000470,LIQ_000149,BASICO,1,1502.32,True,False
LIQD_000471,LIQ_000149,DESCUENTOS,1,-255.39,False,False
LIQD_000472,LIQ_000149,CARGAS_SOCIALES,1,360.56,False,True
LIQD_000473,LIQ_000150,BASICO,1,1260.64,True,False
LIQD_000474,LIQ_000150,DESCUENTOS,1,-214.31,False,False
LIQD_000475,LIQ_000150,CARGAS_SOCIALES,1,302.55,False,True
LIQD_000476,LIQ_000151,BASICO,1,1853.3,True,False
LIQD_000477,LIQ_000151,DESCUENTOS,1,-315.06,False,False
LIQD_000478,LIQ_000151,CARGAS_SOCIALES,1,444.79,False,True
LIQD_000479,LIQ_000152,BASICO,1,1192.86,True,False
LIQD_000480,LIQ_000152,DESCUENTOS,1,-202.79,False,False
LIQD_000481,LIQ_000152,CARGAS_SOCIALES,1,286.29,False,True
LIQD_000482,LIQ_000153,BASICO,1,1288.83,True,False
LIQD_000483,LIQ_000153,DESCUENTOS,1,-219.1,False,False
LIQD_000484,LIQ_000153,CARGAS_SOCIALES,1,309.32,False,True
LIQD_000485,LIQ_000154,BASICO,1,1186.94,True,False
LIQD_000486,LIQ_000154,DESCUENTOS,1,-201.78,False,False
LIQD_000487,LIQ_000154,CARGAS_SOCIALES,1,284.87,False,True
LIQD_000488,LIQ_000155,BASICO,1,1214.44,True,False
LIQD_000489,LIQ_000155,DESCUENTOS,1,-206.45,False,False
LIQD_000490,LIQ_000155,CARGAS_SOCIALES,1,291.47,False,True
LIQD_000491,LIQ_000156,BASICO,1,1284.95,True,False
LIQD_000492,LIQ_000156,DESCUENTOS,1,-218.44,False,False
LIQD_000493,LIQ_000156,CARGAS_SOCIALES,1,308.39,False,True
LIQD_000494,LIQ_000157,BASICO,1,1297.14,True,False
LIQD_000495,LIQ_000157,DESCUENTOS,1,-220.51,False,False
LIQD_000496,LIQ_000157,CARGAS_SOCIALES,1,311.31,False,True
LIQD_000497,LIQ_000158,BASICO,1,1442.66,True,False
LIQD_000498,LIQ_000158,DESCUENTOS,1,-245.25,False,False
LIQD_000499,LIQ_000158,CARGAS_SOCIALES,1,346.24,False,True
LIQD_000500,LIQ_000159,BASICO,1,1278.22,True,False
LIQD_000501,LIQ_000159,DESCUENTOS,1,-217.3,False,False
LIQD_000502,LIQ_000159,CARGAS_SOCIALES,1,306.77,False,True
LIQD_000503,LIQ_000160,BASICO,1,1415.07,True,False
LIQD_000504,LIQ_000160,DESCUENTOS,1,-240.56,False,False
LIQD_000505,LIQ_000160,CARGAS_SOCIALES,1,339.62,False,True
LIQD_000506,LIQ_000161,BASICO,1,1295.22,True,False
LIQD_000507,LIQ_000161,DESCUENTOS,1,-220.19,False,False
LIQD_000508,LIQ_000161,CARGAS_SOCIALES,1,310.85,False,True
LIQD_000509,LIQ_000162,BASICO,1,1220.61,True,False
LIQD_000510,LIQ_000162,DESCUENTOS,1,-207.5,False,False
LIQD_000511,LIQ_000162,CARGAS_SOCIALES,1,292.95,False,True
LIQD_000512,LIQ_000163,BASICO,1,1197.01,True,False
LIQD_000513,LIQ_000163,DESCUENTOS,1,-203.49,False,False
LIQD_000514,LIQ_000163,CARGAS_SOCIALES,1,287.28,False,True
LIQD_000515,LIQ_000164,BASICO,1,1197.4,True,False
LIQD_000516,LIQ_000164,DESCUENTOS,1,-203.56,False,False
LIQD_000517,LIQ_000164,CARGAS_SOCIALES,1,287.38,False,True
LIQD_000518,LIQ_000165,BASICO,1,1366.25,True,False
LIQD_000519,LIQ_000165,DESCUENTOS,1,-232.26,False,False
LIQD_000520,LIQ_000165,CARGAS_SOCIALES,1,327.9,False,True
LIQD_000521,LIQ_000166,BASICO,1,1298.12,True,False
LIQD_000522,LIQ_000166,DESCUENTOS,1,-220.68,False,False
LIQD_000523,LIQ_000166,CARGAS_SOCIALES,1,311.55,False,True
LIQD_000524,LIQ_000167,BASICO,1,1443.19,True,False
LIQD_000525,LIQ_000167,DESCUENTOS,1,-245.34,False,False
LIQD_000526,LIQ_000167,CARGAS_SOCIALES,1,346.37,False,True
LIQD_000527,LIQ_000168,BASICO,1,1412.41,True,False
LIQD_000528,LIQ_000168,DESCUENTOS,1,-240.11,False,False
LIQD_000529,LIQ_000168,CARGAS_SOCIALES,1,338.98,False,True
LIQD_000530,LIQ_000169,BASICO,1,1284.68,True,False
LIQD_000531,LIQ_000169,DESCUENTOS,1,-218.4,False,False
LIQD_000532,LIQ_000169,CARGAS_SOCIALES,1,308.32,False,True
LIQD_000533,LIQ_000170,BASICO,1,1459.39,True,False
LIQD_000534,LIQ_000170,DESCUENTOS,1,-248.1,False,False
LIQD_000535,LIQ_000170,CARGAS_SOCIALES,1,350.25,False,True
LIQD_000536,LIQ_000171,BASICO,1,1439.37,True,False
LIQD_000537,LIQ_000171,DESCUENTOS,1,-244.69,False,False
LIQD_000538,LIQ_000171,CARGAS_SOCIALES,1,345.45,False,True
LIQD_000539,LIQ_000172,BASICO,1,1169.78,True,False
LIQD_000540,LIQ_000172,DESCUENTOS,1,-198.86,False,False
LIQD_000541,LIQ_000172,CARGAS_SOCIALES,1,280.75,False,True
LIQD_000542,LIQ_000173,BASICO,1,1495.52,True,False
LIQD_000543,LIQ_000173,DESCUENTOS,1,-254.24,False,False
LIQD_000544,LIQ_000173,CARGAS_SOCIALES,1,358.92,False,True
LIQD_000545,LIQ_000174,BASICO,1,1263.31,True,False
LIQD_000546,LIQ_000174,DESCUENTOS,1,-214.76,False,False
LIQD_000547,LIQ_000174,CARGAS_SOCIALES,1,303.19,False,True
LIQD_000548,LIQ_000175,BASICO,1,1793.44,True,False
LIQD_000549,LIQ_000175,DESCUENTOS,1,-304.88,False,False
LIQD_000550,LIQ_000175,CARGAS_SOCIALES,1,430.43,False,True
LIQD_000551,LIQ_000176,BASICO,1,1207.16,True,False
LIQD_000552,LIQ_000176,DESCUENTOS,1,-205.22,False,False
LIQD_000553,LIQ_000176,CARGAS_SOCIALES,1,289.72,False,True
LIQD_000554,LIQ_000177,BASICO,1,1243.76,True,False
LIQD_000555,LIQ_000177,DESCUENTOS,1,-211.44,False,False
LIQD_000556,LIQ_000177,CARGAS_SOCIALES,1,298.5,False,True
LIQD_000557,LIQ_000178,BASICO,1,1218.45,True,False
LIQD_000558,LIQ_000178,DESCUENTOS,1,-207.14,False,False
LIQD_000559,LIQ_000178,CARGAS_SOCIALES,1,292.43,False,True
LIQD_000560,LIQ_000179,BASICO,1,1178.32,True,False
LIQD_000561,LIQ_000179,DESCUENTOS,1,-200.31,False,False
LIQD_000562,LIQ_000179,CARGAS_SOCIALES,1,282.8,False,True
LIQD_000563,LIQ_000180,BASICO,1,1240.02,True,False
LIQD_000564,LIQ_000180,DESCUENTOS,1,-210.8,False,False
LIQD_000565,LIQ_000180,CARGAS_SOCIALES,1,297.6,False,True
LIQD_000566,LIQ_000181,BASICO,1,1231.36,True,False
LIQD_000567,LIQ_000181,DESCUENTOS,1,-209.33,False,False
LIQD_000568,LIQ_000181,CARGAS_SOCIALES,1,295.53,False,True
LIQD_000569,LIQ_000182,BASICO,1,1465.5,True,False
LIQD_000570,LIQ_000182,DESCUENTOS,1,-249.14,False,False
LIQD_000571,LIQ_000182,CARGAS_SOCIALES,1,351.72,False,True
LIQD_000572,LIQ_000183,BASICO,1,1258.81,True,False
LIQD_000573,LIQ_000183,DESCUENTOS,1,-214.0,False,False
LIQD_000574,LIQ_000183,CARGAS_SOCIALES,1,302.11,False,True
LIQD_000575,LIQ_000184,BASICO,1,1414.61,True,False
LIQD_000576,LIQ_000184,DESCUENTOS,1,-240.48,False,False
LIQD_000577,LIQ_000184,CARGAS_SOCIALES,1,339.51,False,True
LIQD_000578,LIQ_000185,BASICO,1,1259.85,True,False
LIQD_000579,LIQ_000185,DESCUENTOS,1,-214.17,False,False
LIQD_000580,LIQ_000185,CARGAS_SOCIALES,1,302.36,False,True
LIQD_000581,LIQ_000186,BASICO,1,1180.74,True,False
LIQD_000582,LIQ_000186,DESCUENTOS,1,-200.73,False,False
LIQD_000583,LIQ_000186,CARGAS_SOCIALES,1,283.38,False,True
LIQD_000584,LIQ_000187,BASICO,1,1174.93,True,False
LIQD_000585,LIQ_000187,DESCUENTOS,1,-199.74,False,False
LIQD_000586,LIQ_000187,CARGAS_SOCIALES,1,281.98,False,True
LIQD_000587,LIQ_000188,BASICO,1,1176.09,True,False
LIQD_000588,LIQ_000188,DESCUENTOS,1,-199.94,False,False
LIQD_000589,LIQ_000188,CARGAS_SOCIALES,1,282.26,False,True
LIQD_000590,LIQ_000189,BASICO,1,1429.23,True,False
LIQD_000591,LIQ_000189,DESCUENTOS,1,-242.97,False,False
LIQD_000592,LIQ_000189,CARGAS_SOCIALES,1,343.02,False,True
LIQD_000593,LIQ_000190,BASICO,1,1237.38,True,False
LIQD_000594,LIQ_000190,DESCUENTOS,1,-210.35,False,False
LIQD_000595,LIQ_000190,CARGAS_SOCIALES,1,296.97,False,True
LIQD_000596,LIQ_000191,BASICO,1,1506.97,True,False
LIQD_000597,LIQ_000191,DESCUENTOS,1,-256.18,False,False
LIQD_000598,LIQ_000191,CARGAS_SOCIALES,1,361.67,False,True
LIQD_000599,LIQ_000192,BASICO,1,1379.47,True,False
LIQD_000600,LIQ_000192,DESCUENTOS,1,-234.51,False,False
LIQD_000601,LIQ_000192,CARGAS_SOCIALES,1,331.07,False,True
LIQD_000602,LIQ_000193,BASICO,1,1231.63,True,False
LIQD_000603,LIQ_000193,DESCUENTOS,1,-209.38,False,False
LIQD_000604,LIQ_000193,CARGAS_SOCIALES,1,295.59,False,True
LIQD_000605,LIQ_000194,BASICO,1,1442.64,True,False
LIQD_000606,LIQ_000194,DESCUENTOS,1,-245.25,False,False
LIQD_000607,LIQ_000194,CARGAS_SOCIALES,1,346.23,False,True
LIQD_000608,LIQ_000195,BASICO,1,1426.08,True,False
LIQD_000609,LIQ_000195,DESCUENTOS,1,-242.43,False,False
LIQD_000610,LIQ_000195,CARGAS_SOCIALES,1,342.26,False,True
LIQD_000611,LIQ_000196,BASICO,1,1212.33,True,False
LIQD_000612,LIQ_000196,DESCUENTOS,1,-206.1,False,False
LIQD_000613,LIQ_000196,CARGAS_SOCIALES,1,290.96,False,True
LIQD_000614,LIQ_000197,BASICO,1,1465.59,True,False
LIQD_000615,LIQ_000197,DESCUENTOS,1,-249.15,False,False
LIQD_000616,LIQ_000197,CARGAS_SOCIALES,1,351.74,False,True
LIQD_000617,LIQ_000198,BASICO,1,1250.27,True,False
LIQD_000618,LIQ_000198,DESCUENTOS,1,-212.55,False,False
LIQD_000619,LIQ_000198,CARGAS_SOCIALES,1,300.06,False,True
LIQD_000620,LIQ_000199,BASICO,1,1855.9,True,False
LIQD_000621,LIQ_000199,DESCUENTOS,1,-315.5,False,False
LIQD_000622,LIQ_000199,CARGAS_SOCIALES,1,445.42,False,True
LIQD_000623,LIQ_000200,BASICO,1,1201.05,True,False
LIQD_000624,LIQ_000200,DESCUENTOS,1,-204.18,False,False
LIQD_000625,LIQ_000200,CARGAS_SOCIALES,1,288.25,False,True
LIQD_000626,LIQ_000201,BASICO,1,1295.49,True,False
LIQD_000627,LIQ_000201,DESCUENTOS,1,-220.23,False,False
LIQD_000628,LIQ_000201,CARGAS_SOCIALES,1,310.92,False,True
LIQD_000629,LIQ_000202,BASICO,1,1224.46,True,False
LIQD_000630,LIQ_000202,DESCUENTOS,1,-208.16,False,False
LIQD_000631,LIQ_000202,CARGAS_SOCIALES,1,293.87,False,True
LIQD_000632,LIQ_000203,BASICO,1,1204.59,True,False
LIQD_000633,LIQ_000203,DESCUENTOS,1,-204.78,False,False
LIQD_000634,LIQ_000203,CARGAS_SOCIALES,1,289.1,False,True
LIQD_000635,LIQ_000204,BASICO,1,1286.34,True,False
LIQD_000636,LIQ_000204,DESCUENTOS,1,-218.68,False,False
LIQD_000637,LIQ_000204,CARGAS_SOCIALES,1,308.72,False,True
LIQD_000638,LIQ_000205,BASICO,1,1284.43,True,False
LIQD_000639,LIQ_000205,DESCUENTOS,1,-218.35,False,False
LIQD_000640,LIQ_000205,CARGAS_SOCIALES,1,308.26,False,True
LIQD_000641,LIQ_000206,BASICO,1,1463.74,True,False
LIQD_000642,LIQ_000206,DESCUENTOS,1,-248.84,False,False
LIQD_000643,LIQ_000206,CARGAS_SOCIALES,1,351.3,False,True
LIQD_000644,LIQ_000207,BASICO,1,1277.83,True,False
LIQD_000645,LIQ_000207,DESCUENTOS,1,-217.23,False,False
LIQD_000646,LIQ_000207,CARGAS_SOCIALES,1,306.68,False,True
LIQD_000647,LIQ_000208,BASICO,1,1358.88,True,False
LIQD_000648,LIQ_000208,DESCUENTOS,1,-231.01,False,False
LIQD_000649,LIQ_000208,CARGAS_SOCIALES,1,326.13,False,True
LIQD_000650,LIQ_000209,BASICO,1,1281.85,True,False
LIQD_000651,LIQ_000209,DESCUENTOS,1,-217.91,False,False
LIQD_000652,LIQ_000209,CARGAS_SOCIALES,1,307.64,False,True
LIQD_000653,LIQ_000210,BASICO,1,1224.5,True,False
LIQD_000654,LIQ_000210,DESCUENTOS,1,-208.17,False,False
LIQD_000655,LIQ_000210,CARGAS_SOCIALES,1,293.88,False,True
LIQD_000656,LIQ_000211,BASICO,1,1162.42,True,False
LIQD_000657,LIQ_000211,DESCUENTOS,1,-197.61,False,False
LIQD_000658,LIQ_000211,CARGAS_SOCIALES,1,278.98,False,True
LIQD_000659,LIQ_000212,BASICO,1,1215.6,True,False
LIQD_000660,LIQ_000212,DESCUENTOS,1,-206.65,False,False
LIQD_000661,LIQ_000212,CARGAS_SOCIALES,1,291.74,False,True
LIQD_000662,LIQ_000213,BASICO,1,1429.65,True,False
LIQD_000663,LIQ_000213,DESCUENTOS,1,-243.04,False,False
LIQD_000664,LIQ_000213,CARGAS_SOCIALES,1,343.12,False,True
LIQD_000665,LIQ_000214,BASICO,1,1241.96,True,False
LIQD_000666,LIQ_000214,DESCUENTOS,1,-211.13,False,False
LIQD_000667,LIQ_000214,CARGAS_SOCIALES,1,298.07,False,True
LIQD_000668,LIQ_000215,BASICO,1,1466.66,True,False
LIQD_000669,LIQ_000215,DESCUENTOS,1,-249.33,False,False
LIQD_000670,LIQ_000215,CARGAS_SOCIALES,1,352.0,False,True
LIQD_000671,LIQ_000216,BASICO,1,1429.23,True,False
LIQD_000672,LIQ_000216,DESCUENTOS,1,-242.97,False,False
LIQD_000673,LIQ_000216,CARGAS_SOCIALES,1,343.02,False,True
LIQD_000674,LIQ_000217,BASICO,1,1297.02,True,False
LIQD_000675,LIQ_000217,DESCUENTOS,1,-246.56,False,False
LIQD_000676,LIQ_000217,CARGAS_SOCIALES,1,348.08,False,True
LIQD_000677,LIQ_000217,HORAS_EXTRA,1,153.32,True,False
LIQD_000678,LIQ_000218,BASICO,1,1481.74,True,False
LIQD_000679,LIQ_000218,DESCUENTOS,1,-251.9,False,False
LIQD_000680,LIQ_000218,CARGAS_SOCIALES,1,355.62,False,True
LIQD_000681,LIQ_000219,BASICO,1,1440.28,True,False
LIQD_000682,LIQ_000219,DESCUENTOS,1,-244.85,False,False
LIQD_000683,LIQ_000219,CARGAS_SOCIALES,1,345.67,False,True
LIQD_000684,LIQ_000220,BASICO,1,1179.39,True,False
LIQD_000685,LIQ_000220,DESCUENTOS,1,-200.5,False,False
LIQD_000686,LIQ_000220,CARGAS_SOCIALES,1,283.05,False,True
LIQD_000687,LIQ_000221,BASICO,1,1423.03,True,False
LIQD_000688,LIQ_000221,DESCUENTOS,1,-241.92,False,False
LIQD_000689,LIQ_000221,CARGAS_SOCIALES,1,341.53,False,True
LIQD_000690,LIQ_000222,BASICO,1,1236.51,True,False
LIQD_000691,LIQ_000222,DESCUENTOS,1,-225.12,False,False
LIQD_000692,LIQ_000222,CARGAS_SOCIALES,1,317.82,False,True
LIQD_000693,LIQ_000222,HORAS_EXTRA,1,87.75,True,False
LIQD_000694,LIQ_000223,BASICO,1,1854.92,True,False
LIQD_000695,LIQ_000223,DESCUENTOS,1,-345.23,False,False
LIQD_000696,LIQ_000223,CARGAS_SOCIALES,1,487.39,False,True
LIQD_000697,LIQ_000223,HORAS_EXTRA,1,175.86,True,False
LIQD_000698,LIQ_000224,BASICO,1,1185.8,True,False
LIQD_000699,LIQ_000224,DESCUENTOS,1,-201.59,False,False
LIQD_000700,LIQ_000224,CARGAS_SOCIALES,1,284.59,False,True
LIQD_000701,LIQ_000225,BASICO,1,1245.51,True,False
LIQD_000702,LIQ_000225,DESCUENTOS,1,-237.9,False,False
LIQD_000703,LIQ_000225,CARGAS_SOCIALES,1,335.87,False,True
LIQD_000704,LIQ_000225,HORAS_EXTRA,1,153.93,True,False
LIQD_000705,LIQ_000226,BASICO,1,1171.03,True,False
LIQD_000706,LIQ_000226,DESCUENTOS,1,-199.08,False,False
LIQD_000707,LIQ_000226,CARGAS_SOCIALES,1,281.05,False,True
LIQD_000708,LIQ_000227,BASICO,1,1178.52,True,False
LIQD_000709,LIQ_000227,DESCUENTOS,1,-200.35,False,False
LIQD_000710,LIQ_000227,CARGAS_SOCIALES,1,282.84,False,True
LIQD_000711,LIQ_000228,BASICO,1,1238.37,True,False
LIQD_000712,LIQ_000228,DESCUENTOS,1,-226.76,False,False
LIQD_000713,LIQ_000228,CARGAS_SOCIALES,1,320.13,False,True
LIQD_000714,LIQ_000228,HORAS_EXTRA,1,95.51,True,False
LIQD_000715,LIQ_000229,BASICO,1,1274.96,True,False
LIQD_000716,LIQ_000229,DESCUENTOS,1,-228.17,False,False
LIQD_000717,LIQ_000229,CARGAS_SOCIALES,1,322.12,False,True
LIQD_000718,LIQ_000229,HORAS_EXTRA,1,67.22,True,False
LIQD_000719,LIQ_000230,BASICO,1,1502.4,True,False
LIQD_000720,LIQ_000230,DESCUENTOS,1,-255.41,False,False
LIQD_000721,LIQ_000230,CARGAS_SOCIALES,1,360.58,False,True
LIQD_000722,LIQ_000231,BASICO,1,1284.86,True,False
LIQD_000723,LIQ_000231,DESCUENTOS,1,-253.89,False,False
LIQD_000724,LIQ_000231,CARGAS_SOCIALES,1,358.43,False,True
LIQD_000725,LIQ_000231,HORAS_EXTRA,1,208.59,True,False
LIQD_000726,LIQ_000232,BASICO,1,1399.11,True,False
LIQD_000727,LIQ_000232,DESCUENTOS,1,-262.92,False,False
LIQD_000728,LIQ_000232,CARGAS_SOCIALES,1,371.17,False,True
LIQD_000729,LIQ_000232,HORAS_EXTRA,1,147.45,True,False
LIQD_000730,LIQ_000233,BASICO,1,1257.32,True,False
LIQD_000731,LIQ_000233,DESCUENTOS,1,-233.37,False,False
LIQD_000732,LIQ_000233,CARGAS_SOCIALES,1,329.47,False,True
LIQD_000733,LIQ_000233,HORAS_EXTRA,1,115.47,True,False
LIQD_000734,LIQ_000234,BASICO,1,1176.21,True,False
LIQD_000735,LIQ_000234,DESCUENTOS,1,-199.96,False,False
LIQD_000736,LIQ_000234,CARGAS_SOCIALES,1,282.29,False,True
LIQD_000737,LIQ_000235,BASICO,1,1204.96,True,False
LIQD_000738,LIQ_000235,DESCUENTOS,1,-204.84,False,False
LIQD_000739,LIQ_000235,CARGAS_SOCIALES,1,289.19,False,True
LIQD_000740,LIQ_000236,BASICO,1,1215.94,True,False
LIQD_000741,LIQ_000236,DESCUENTOS,1,-206.71,False,False
LIQD_000742,LIQ_000236,CARGAS_SOCIALES,1,291.83,False,True
LIQD_000743,LIQ_000237,BASICO,1,1416.03,True,False
LIQD_000744,LIQ_000237,DESCUENTOS,1,-265.47,False,False
LIQD_000745,LIQ_000237,CARGAS_SOCIALES,1,374.78,False,True
LIQD_000746,LIQ_000237,HORAS_EXTRA,1,145.56,True,False
LIQD_000747,LIQ_000238,BASICO,1,1265.38,True,False
LIQD_000748,LIQ_000238,DESCUENTOS,1,-246.48,False,False
LIQD_000749,LIQ_000238,CARGAS_SOCIALES,1,347.97,False,True
LIQD_000750,LIQ_000238,HORAS_EXTRA,1,184.48,True,False
LIQD_000751,LIQ_000239,BASICO,1,1468.41,True,False
LIQD_000752,LIQ_000239,DESCUENTOS,1,-249.63,False,False
LIQD_000753,LIQ_000239,CARGAS_SOCIALES,1,352.42,False,True
LIQD_000754,LIQ_000240,BASICO,1,1374.82,True,False
LIQD_000755,LIQ_000240,DESCUENTOS,1,-244.07,False,False
LIQD_000756,LIQ_000240,CARGAS_SOCIALES,1,344.57,False,True
LIQD_000757,LIQ_000240,HORAS_EXTRA,1,60.88,True,False
LIQD_000758,LIQ_000241,BASICO,1,1295.17,True,False
LIQD_000759,LIQ_000241,DESCUENTOS,1,-251.0,False,False
LIQD_000760,LIQ_000241,CARGAS_SOCIALES,1,354.36,False,True
LIQD_000761,LIQ_000241,HORAS_EXTRA,1,181.32,True,False
LIQD_000762,LIQ_000242,BASICO,1,1475.02,True,False
LIQD_000763,LIQ_000242,DESCUENTOS,1,-250.75,False,False
LIQD_000764,LIQ_000242,CARGAS_SOCIALES,1,354.0,False,True
LIQD_000765,LIQ_000243,BASICO,1,1457.0,True,False
LIQD_000766,LIQ_000243,DESCUENTOS,1,-247.69,False,False
LIQD_000767,LIQ_000243,CARGAS_SOCIALES,1,349.68,False,True
LIQD_000768,LIQ_000244,BASICO,1,1189.69,True,False
LIQD_000769,LIQ_000244,DESCUENTOS,1,-202.25,False,False
LIQD_000770,LIQ_000244,CARGAS_SOCIALES,1,285.53,False,True
LIQD_000771,LIQ_000245,BASICO,1,1446.26,True,False
LIQD_000772,LIQ_000245,DESCUENTOS,1,-245.86,False,False
LIQD_000773,LIQ_000245,CARGAS_SOCIALES,1,347.1,False,True
LIQD_000774,LIQ_000246,BASICO,1,1257.99,True,False
LIQD_000775,LIQ_000246,DESCUENTOS,1,-246.8,False,False
LIQD_000776,LIQ_000246,CARGAS_SOCIALES,1,348.43,False,True
LIQD_000777,LIQ_000246,HORAS_EXTRA,1,193.79,True,False
LIQD_000778,LIQ_000247,BASICO,1,1787.96,True,False
LIQD_000779,LIQ_000247,DESCUENTOS,1,-336.22,False,False
