viaje_id,transportista_id,vehiculo_id,dispatch_date,delivery_date,distance_km,mode,total_cost
VIA_00330,TRP_0003,ACT_0006,2025-01-21,2025-01-23,197,PROPIO,218.54
VIA_00331,TRP_0003,ACT_0006,2025-01-21,2025-01-22,240,PROPIO,176.79
VIA_00332,TRP_0003,ACT_0006,2025-01-21,2025-01-22,55,PROPIO,174.57
VIA_00333,TRP_0003,ACT_0006,2025-01-21,2025-01-22,88,PROPIO,162.42
VIA_00334,TRP_0003,ACT_0006,2025-01-21,2025-01-23,77,PROPIO,184.43
VIA_00335,TRP_0003,ACT_0006,2025-01-21,2025-01-23,193,PROPIO,152.71
VIA_00336,TRP_0003,ACT_0006,2025-01-21,2025-01-22,269,PROPIO,178.06
VIA_00337,TRP_0003,ACT_0006,2025-01-21,2025-01-22,222,PROPIO,168.45
VIA_00338,TRP_0003,ACT_0006,2025-01-21,2025-01-23,144,PROPIO,164.77
VIA_00339,TRP_0003,ACT_0006,2025-01-21,2025-01-22,82,PROPIO,189.72
VIA_00340,TRP_0003,ACT_0006,2025-01-21,2025-01-22,149,PROPIO,190.18
VIA_00341,TRP_0003,ACT_0006,2025-01-21,2025-01-22,89,PROPIO,207.03
VIA_00342,TRP_0002,,2025-06-02,2025-06-03,151,TERCERO,354.39
VIA_00343,TRP_0002,,2025-06-02,2025-06-04,250,TERCERO,305.6
VIA_00344,TRP_0002,,2025-06-02,2025-06-03,182,TERCERO,259.83
VIA_00345,TRP_0002,,2025-06-02,2025-06-04,93,TERCERO,259.83
VIA_00346,TRP_0002,,2025-06-02,2025-06-03,218,TERCERO,293.19
VIA_00347,TRP_0002,,2025-06-02,2025-06-04,217,TERCERO,259.42
VIA_00348,TRP_0002,,2025-06-02,2025-06-03,249,TERCERO,376.59
VIA_00349,TRP_0002,,2025-06-02,2025-06-04,75,TERCERO,252.92
VIA_00350,TRP_0002,,2025-06-02,2025-06-04,67,TERCERO,379.35
VIA_00351,TRP_0002,,2025-06-02,2025-06-04,107,TERCERO,332.83
VIA_00352,TRP_0002,,2025-06-02,2025-06-04,150,TERCERO,370.5
VIA_00353,TRP_0001,,2025-06-29,2025-07-01,255,TERCERO,260.09
VIA_00354,TRP_0001,,2025-06-29,2025-07-01,183,TERCERO,245.76
VIA_00355,TRP_0001,,2025-06-29,2025-06-30,120,TERCERO,367.27
VIA_00356,TRP_0001,,2025-06-29,2025-07-01,80,TERCERO,337.99
VIA_00357,TRP_0001,,2025-06-29,2025-06-30,226,TERCERO,299.17
VIA_00358,TRP_0001,,2025-06-29,2025-06-30,68,TERCERO,314.14
VIA_00359,TRP_0001,,2025-06-29,2025-06-30,114,TERCERO,285.82
VIA_00360,TRP_0001,,2025-06-29,2025-06-30,211,TERCERO,274.75
VIA_00361,TRP_0001,,2025-09-10,2025-09-11,88,TERCERO,369.75
VIA_00362,TRP_0001,,2025-09-10,2025-09-11,190,TERCERO,260.92
VIA_00363,TRP_0001,,2025-09-10,2025-09-11,211,TERCERO,366.15
VIA_00364,TRP_0001,,2025-09-10,2025-09-12,108,TERCERO,263.4
VIA_00365,TRP_0001,,2025-09-10,2025-09-11,56,TERCERO,248.16
VIA_00366,TRP_0001,,2025-09-10,2025-09-11,226,TERCERO,386.71
VIA_00367,TRP_0001,,2025-09-10,2025-09-11,65,TERCERO,351.47
VIA_00368,TRP_0001,,2025-09-10,2025-09-11,71,TERCERO,328.48
VIA_00369,TRP_0001,,2025-09-10,2025-09-12,225,TERCERO,294.15
VIA_00370,TRP_0002,,2025-04-26,2025-04-28,99,TERCERO,288.34
VIA_00371,TRP_0002,,2025-04-26,2025-04-27,144,TERCERO,267.99
VIA_00372,TRP_0002,,2025-04-26,2025-04-28,142,TERCERO,339.92
VIA_00373,TRP_0002,,2025-04-26,2025-04-28,104,TERCERO,363.77
VIA_00374,TRP_0002,,2025-04-26,2025-04-28,160,TERCERO,371.79
VIA_00375,TRP_0002,,2025-04-26,2025-04-27,100,TERCERO,333.75
VIA_00376,TRP_0002,,2025-04-26,2025-04-27,222,TERCERO,299.33
VIA_00377,TRP_0002,,2025-04-26,2025-04-28,175,TERCERO,352.93
VIA_00378,TRP_0002,,2025-04-26,2025-04-28,259,TERCERO,312.59
VIA_00379,TRP_0002,,2025-04-26,2025-04-28,99,TERCERO,323.28
VIA_00380,TRP_0002,,2025-04-26,2025-04-27,133,TERCERO,285.16
VIA_00381,TRP_0002,,2025-04-26,2025-04-28,274,TERCERO,259.38
VIA_00382,TRP_0002,,2025-04-26,2025-04-28,246,TERCERO,267.97
VIA_00383,TRP_0002,,2025-04-26,2025-04-27,77,TERCERO,365.63
VIA_00384,TRP_0002,,2025-04-26,2025-04-27,243,TERCERO,386.18
VIA_00385,TRP_0002,,2025-04-26,2025-04-28,263,TERCERO,259.57
VIA_00386,TRP_0002,,2025-04-26,2025-04-28,67,TERCERO,345.28
VIA_00387,TRP_0002,,2025-04-26,2025-04-28,113,TERCERO,375.2
VIA_00388,TRP_0002,,2025-04-26,2025-04-28,255,TERCERO,338.36
VIA_00389,TRP_0002,,2025-04-26,2025-04-27,160,TERCERO,355.27
VIA_00390,TRP_0002,,2025-04-26,2025-04-28,97,TERCERO,338.56
VIA_00391,TRP_0002,,2025-07-25,2025-07-26,153,TERCERO,362.39
VIA_00392,TRP_0002,,2025-07-25,2025-07-26,279,TERCERO,272.15
VIA_00393,TRP_0002,,2025-07-25,2025-07-26,100,TERCERO,329.57
VIA_00394,TRP_0002,,2025-07-25,2025-07-26,163,TERCERO,334.44
VIA_00395,TRP_0002,,2025-07-25,2025-07-27,66,TERCERO,309.1
VIA_00396,TRP_0002,,2025-07-25,2025-07-26,186,TERCERO,336.5
VIA_00397,TRP_0002,,2025-07-25,2025-07-26,202,TERCERO,356.95
VIA_00398,TRP_0002,,2025-07-25,2025-07-27,199,TERCERO,367.56
VIA_00399,TRP_0002,,2025-07-25,2025-07-26,195,TERCERO,329.28
VIA_00400,TRP_0002,,2025-07-25,2025-07-26,191,TERCERO,263.19
VIA_00401,TRP_0002,,2025-07-25,2025-07-27,116,TERCERO,327.75
VIA_00402,TRP_0002,,2025-07-25,2025-07-26,251,TERCERO,350.72
VIA_00403,TRP_0002,,2025-07-25,2025-07-26,75,TERCERO,337.57
VIA_00404,TRP_0002,,2025-07-25,2025-07-27,104,TERCERO,359.04
VIA_00405,TRP_0002,,2025-07-25,2025-07-27,241,TERCERO,337.75
VIA_00406,TRP_0002,,2025-07-25,2025-07-27,188,TERCERO,299.15
VIA_00407,TRP_0002,,2025-07-25,2025-07-26,155,TERCERO,378.75
VIA_00408,TRP_0002,,2025-07-25,2025-07-26,217,TERCERO,326.59
VIA_00409,TRP_0002,,2025-07-25,2025-07-27,137,TERCERO,255.49
VIA_00410,TRP_0002,,2025-07-25,2025-07-26,87,TERCERO,277.1
VIA_00411,TRP_0002,,2025-07-25,2025-07-26,139,TERCERO,390.87
VIA_00412,TRP_0002,,2025-07-25,2025-07-27,168,TERCERO,283.43
VIA_00413,TRP_0002,,2025-07-25,2025-07-26,78,TERCERO,299.1
VIA_00414,TRP_0002,,2025-07-25,2025-07-27,238,TERCERO,305.92
VIA_00415,TRP_0002,,2025-07-25,2025-07-27,228,TERCERO,369.45
VIA_00416,TRP_0002,,2025-07-25,2025-07-27,79,TERCERO,340.05
VIA_00417,TRP_0002,,2025-07-25,2025-07-26,270,TERCERO,308.77
VIA_00418,TRP_0002,,2025-07-25,2025-07-27,66,TERCERO,387.71
VIA_00419,TRP_0002,,2025-07-25,2025-07-27,253,TERCERO,326.95
VIA_00420,TRP_0002,,2025-07-25,2025-07-27,179,TERCERO,279.93
VIA_00421,TRP_0002,,2025-06-03,2025-06-04,99,TERCERO,342.13
VIA_00422,TRP_0002,,2025-06-03,2025-06-05,228,TERCERO,363.69
VIA_00423,TRP_0002,,2025-06-03,2025-06-04,216,TERCERO,249.25
VIA_00424,TRP_0002,,2025-06-03,2025-06-05,189,TERCERO,379.61
VIA_00425,TRP_0002,,2025-06-03,2025-06-05,67,TERCERO,336.13
VIA_00426,TRP_0002,,2025-06-03,2025-06-04,253,TERCERO,303.3
VIA_00427,TRP_0002,,2025-06-03,2025-06-04,251,TERCERO,255.65
VIA_00428,TRP_0002,,2025-09-23,2025-09-24,243,TERCERO,269.56
VIA_00429,TRP_0002,,2025-09-23,2025-09-25,106,TERCERO,330.48
VIA_00430,TRP_0002,,2025-09-23,2025-09-24,103,TERCERO,272.19
VIA_00431,TRP_0002,,2025-09-23,2025-09-25,181,TERCERO,303.17
VIA_00432,TRP_0002,,2025-09-23,2025-09-24,195,TERCERO,385.47
VIA_00433,TRP_0002,,2025-09-23,2025-09-24,88,TERCERO,385.66
VIA_00434,TRP_0002,,2025-09-23,2025-09-24,258,TERCERO,372.9
VIA_00435,TRP_0002,,2025-09-23,2025-09-25,197,TERCERO,341.3
VIA_00436,TRP_0002,,2025-09-23,2025-09-25,198,TERCERO,351.94
VIA_00437,TRP_0002,,2025-09-23,2025-09-25,58,TERCERO,392.41
VIA_00438,TRP_0002,,2025-09-23,2025-09-24,186,TERCERO,365.7
VIA_00439,TRP_0002,,2025-09-23,2025-09-25,139,TERCERO,249.38
VIA_00440,TRP_0002,,2025-09-23,2025-09-24,169,TERCERO,324.21
VIA_00441,TRP_0002,,2025-09-23,2025-09-25,153,TERCERO,298.88
VIA_00442,TRP_0002,,2025-09-23,2025-09-25,111,TERCERO,327.29
VIA_00443,TRP_0003,ACT_0006,2025-06-15,2025-06-16,154,PROPIO,172.98
VIA_00444,TRP_0003,ACT_0006,2025-06-15,2025-06-16,266,PROPIO,188.33
VIA_00445,TRP_0003,ACT_0006,2025-06-15,2025-06-16,109,PROPIO,195.22
VIA_00446,TRP_0003,ACT_0006,2025-06-15,2025-06-17,225,PROPIO,170.61
VIA_00447,TRP_0003,ACT_0006,2025-06-15,2025-06-17,178,PROPIO,152.75
VIA_00448,TRP_0002,,2025-10-13,2025-10-15,159,TERCERO,229.63
VIA_00449,TRP_0002,,2025-10-13,2025-10-14,193,TERCERO,318.78
VIA_00450,TRP_0002,,2025-10-13,2025-10-15,223,TERCERO,296.5
VIA_00451,TRP_0002,,2025-10-13,2025-10-14,190,TERCERO,279.91
VIA_00452,TRP_0002,,2025-10-13,2025-10-14,64,TERCERO,239.13
VIA_00453,TRP_0002,,2025-10-13,2025-10-14,202,TERCERO,362.47
VIA_00454,TRP_0002,,2025-10-13,2025-10-15,58,TERCERO,302.15
VIA_00455,TRP_0002,,2025-10-13,2025-10-14,223,TERCERO,339.22
VIA_00456,TRP_0002,,2025-10-13,2025-10-14,177,TERCERO,310.73
VIA_00457,TRP_0003,ACT_0006,2025-01-21,2025-01-22,264,PROPIO,212.66
VIA_00458,TRP_0003,ACT_0006,2025-01-21,2025-01-22,140,PROPIO,206.54
VIA_00459,TRP_0003,ACT_0006,2025-01-21,2025-01-22,134,PROPIO,162.89
VIA_00460,TRP_0003,ACT_0006,2025-01-21,2025-01-22,134,PROPIO,179.94
VIA_00461,TRP_0003,ACT_0006,2025-01-21,2025-01-22,250,PROPIO,160.95
VIA_00462,TRP_0003,ACT_0006,2025-01-21,2025-01-22,100,PROPIO,177.03
VIA_00463,TRP_0003,ACT_0006,2025-01-21,2025-01-23,247,PROPIO,210.41
VIA_00464,TRP_0003,ACT_0006,2025-01-21,2025-01-23,230,PROPIO,158.12
VIA_00465,TRP_0003,ACT_0006,2025-01-21,2025-01-22,239,PROPIO,211.78
VIA_00466,TRP_0003,ACT_0006,2025-01-21,2025-01-22,166,PROPIO,177.33
VIA_00467,TRP_0003,ACT_0006,2025-01-21,2025-01-23,265,PROPIO,214.32
VIA_00468,TRP_0003,ACT_0006,2025-01-21,2025-01-22,153,PROPIO,195.05
VIA_00469,TRP_0003,ACT_0006,2025-01-21,2025-01-22,172,PROPIO,200.91
VIA_00470,TRP_0003,ACT_0006,2025-01-21,2025-01-22,165,PROPIO,159.46
VIA_00471,TRP_0003,ACT_0006,2025-01-21,2025-01-23,158,PROPIO,165.47
VIA_00472,TRP_0003,ACT_0006,2025-01-21,2025-01-23,231,PROPIO,173.55
VIA_00473,TRP_0003,ACT_0006,2025-01-21,2025-01-23,123,PROPIO,205.39
VIA_00474,TRP_0003,ACT_0006,2025-01-21,2025-01-22,173,PROPIO,202.23
VIA_00475,TRP_0003,ACT_0006,2025-01-21,2025-01-22,74,PROPIO,183.28
VIA_00476,TRP_0003,ACT_0006,2025-01-21,2025-01-22,122,PROPIO,208.22
VIA_00477,TRP_0003,ACT_0006,2025-05-15,2025-05-17,257,PROPIO,212.04
VIA_00478,TRP_0003,ACT_0006,2025-05-15,2025-05-17,270,PROPIO,167.31
VIA_00479,TRP_0003,ACT_0006,2025-05-15,2025-05-16,264,PROPIO,190.94
VIA_00480,TRP_0003,ACT_0006,2025-05-15,2025-05-16,150,PROPIO,190.19
VIA_00481,TRP_0003,ACT_0006,2025-05-15,2025-05-17,132,PROPIO,171.46
VIA_00482,TRP_0003,ACT_0006,2025-05-15,2025-05-17,109,PROPIO,157.26
VIA_00483,TRP_0003,ACT_0006,2025-05-15,2025-05-17,166,PROPIO,212.75
VIA_00484,TRP_0003,ACT_0006,2025-05-15,2025-05-16,196,PROPIO,187.48
VIA_00485,TRP_0003,ACT_0006,2025-05-15,2025-05-17,151,PROPIO,183.58
VIA_00486,TRP_0003,ACT_0006,2025-07-22,2025-07-23,139,PROPIO,201.83
VIA_00487,TRP_0003,ACT_0006,2025-07-22,2025-07-24,240,PROPIO,192.02
VIA_00488,TRP_0003,ACT_0006,2025-07-22,2025-07-24,119,PROPIO,172.38
VIA_00489,TRP_0003,ACT_0006,2025-07-22,2025-07-24,241,PROPIO,202.72
VIA_00490,TRP_0003,ACT_0006,2025-07-22,2025-07-24,262,PROPIO,198.23
VIA_00491,TRP_0003,ACT_0006,2025-07-22,2025-07-24,93,PROPIO,220.96
VIA_00492,TRP_0003,ACT_0006,2025-07-22,2025-07-23,94,PROPIO,208.56
VIA_00493,TRP_0003,ACT_0006,2025-07-22,2025-07-24,143,PROPIO,183.58
VIA_00494,TRP_0003,ACT_0006,2025-07-22,2025-07-24,259,PROPIO,179.53
VIA_00495,TRP_0003,ACT_0006,2025-07-22,2025-07-24,147,PROPIO,159.57
VIA_00496,TRP_0003,ACT_0006,2025-07-22,2025-07-23,226,PROPIO,210.42
VIA_00497,TRP_0003,ACT_0006,2025-07-22,2025-07-23,210,PROPIO,179.51
VIA_00498,TRP_0003,ACT_0006,2025-07-22,2025-07-23,182,PROPIO,186.26
VIA_00499,TRP_0003,ACT_0006,2025-07-22,2025-07-24,181,PROPIO,214.19
VIA_00500,TRP_0001,,2025-09-11,2025-09-12,184,TERCERO,320.72
VIA_00501,TRP_0001,,2025-09-11,2025-09-12,193,TERCERO,317.67
VIA_00502,TRP_0001,,2025-09-11,2025-09-12,144,TERCERO,321.42
VIA_00503,TRP_0001,,2025-09-11,2025-09-12,185,TERCERO,325.86
VIA_00504,TRP_0001,,2025-09-11,2025-09-13,161,TERCERO,374.17
VIA_00505,TRP_0001,,2025-09-11,2025-09-13,222,TERCERO,301.53
VIA_00506,TRP_0001,,2025-09-11,2025-09-12,235,TERCERO,379.63
VIA_00507,TRP_0001,,2025-09-11,2025-09-13,89,TERCERO,338.32
VIA_00508,TRP_0001,,2025-09-11,2025-09-12,119,TERCERO,362.17
VIA_00509,TRP_0001,,2025-09-11,2025-09-12,108,TERCERO,351.84
VIA_00510,TRP_0002,,2025-06-30,2025-07-02,92,TERCERO,293.41
VIA_00511,TRP_0002,,2025-06-30,2025-07-02,68,TERCERO,381.48
VIA_00512,TRP_0002,,2025-06-30,2025-07-02,166,TERCERO,262.08
VIA_00513,TRP_0002,,2025-06-30,2025-07-02,235,TERCERO,242.64
VIA_00514,TRP_0002,,2025-06-30,2025-07-01,267,TERCERO,364.58
VIA_00515,TRP_0002,,2025-06-30,2025-07-02,246,TERCERO,315.43
VIA_00516,TRP_0002,,2025-06-30,2025-07-01,60,TERCERO,356.08
VIA_00517,TRP_0002,,2025-06-30,2025-07-02,180,TERCERO,306.08
VIA_00518,TRP_0002,,2025-06-30,2025-07-02,169,TERCERO,271.4
VIA_00519,TRP_0002,,2025-06-30,2025-07-01,134,TERCERO,331.44
VIA_00520,TRP_0003,ACT_0006,2025-05-19,2025-05-21,110,PROPIO,166.7
VIA_00521,TRP_0003,ACT_0006,2025-05-19,2025-05-21,86,PROPIO,208.27
VIA_00522,TRP_0003,ACT_0006,2025-05-19,2025-05-21,105,PROPIO,183.95
VIA_00523,TRP_0003,ACT_0006,2025-05-19,2025-05-20,277,PROPIO,150.54
VIA_00524,TRP_0003,ACT_0006,2025-05-19,2025-05-21,180,PROPIO,184.57
VIA_00525,TRP_0003,ACT_0006,2025-05-19,2025-05-21,236,PROPIO,173.89
VIA_00526,TRP_0003,ACT_0006,2025-05-19,2025-05-20,147,PROPIO,161.14
VIA_00527,TRP_0003,ACT_0006,2025-05-19,2025-05-20,221,PROPIO,203.11
VIA_00528,TRP_0003,ACT_0006,2025-05-19,2025-05-21,85,PROPIO,176.48
VIA_00529,TRP_0003,ACT_0006,2025-05-19,2025-05-21,255,PROPIO,149.89
VIA_00530,TRP_0003,ACT_0006,2025-05-19,2025-05-20,122,PROPIO,187.48
VIA_00531,TRP_0003,ACT_0006,2025-05-19,2025-05-21,130,PROPIO,168.22
VIA_00532,TRP_0003,ACT_0006,2025-05-19,2025-05-20,158,PROPIO,162.06
VIA_00533,TRP_0003,ACT_0006,2025-07-10,2025-07-12,75,PROPIO,151.52
VIA_00534,TRP_0003,ACT_0006,2025-07-10,2025-07-12,122,PROPIO,156.93
VIA_00535,TRP_0003,ACT_0006,2025-07-10,2025-07-12,102,PROPIO,169.19
VIA_00536,TRP_0003,ACT_0006,2025-07-10,2025-07-12,161,PROPIO,158.99
VIA_00537,TRP_0003,ACT_0006,2025-07-10,2025-07-11,229,PROPIO,178.21
VIA_00538,TRP_0003,ACT_0006,2025-07-10,2025-07-11,277,PROPIO,160.25
VIA_00539,TRP_0003,ACT_0006,2025-07-10,2025-07-12,62,PROPIO,200.7
VIA_00540,TRP_0003,ACT_0006,2025-07-10,2025-07-11,79,PROPIO,203.65
VIA_00541,TRP_0003,ACT_0006,2025-07-10,2025-07-12,146,PROPIO,202.83
VIA_00542,TRP_0003,ACT_0006,2025-07-10,2025-07-12,169,PROPIO,189.91
VIA_00543,TRP_0003,ACT_0006,2025-07-10,2025-07-12,182,PROPIO,188.5
VIA_00544,TRP_0003,ACT_0006,2025-07-10,2025-07-12,223,PROPIO,152.01
VIA_00545,TRP_0003,ACT_0006,2025-07-10,2025-07-11,187,PROPIO,150.15
VIA_00546,TRP_0003,ACT_0006,2025-07-10,2025-07-12,188,PROPIO,174.79
VIA_00547,TRP_0003,ACT_0006,2025-07-10,2025-07-12,74,PROPIO,200.94
VIA_00548,TRP_0003,ACT_0006,2025-09-04,2025-09-05,91,PROPIO,207.34
VIA_00549,TRP_0003,ACT_0006,2025-09-04,2025-09-05,254,PROPIO,155.45
VIA_00550,TRP_0003,ACT_0006,2025-09-04,2025-09-06,224,PROPIO,176.6
VIA_00551,TRP_0003,ACT_0006,2025-09-04,2025-09-05,200,PROPIO,187.61
VIA_00552,TRP_0003,ACT_0006,2025-09-04,2025-09-05,113,PROPIO,161.42
VIA_00553,TRP_0003,ACT_0006,2025-09-04,2025-09-05,81,PROPIO,159.22
