asiento_det_id,asiento_id,cuenta_contable_id,centro_costo_id,debit_amount,credit_amount,memo
ASD_0001147,ASI_000456,CTA_0012,,1246.94,0.0,Gasto salarial
ASD_0001148,ASI_000456,CTA_0016,,299.27,0.0,Cargas patronales
ASD_0001149,ASI_000456,CTA_0008,,0.0,1034.96,Sueldos a pagar
ASD_0001150,ASI_000456,CTA_0009,,0.0,511.25,Obligaciones sociales
ASD_0001151,ASI_000457,CTA_0012,,1490.52,0.0,Gasto salarial
ASD_0001152,ASI_000457,CTA_0016,,357.72,0.0,Cargas patronales
ASD_0001153,ASI_000457,CTA_0008,,0.0,1237.13,Sueldos a pagar
ASD_0001154,ASI_000457,CTA_0009,,0.0,611.11,Obligaciones sociales
ASD_0001155,ASI_000458,CTA_0012,,1393.66,0.0,Gasto salarial
ASD_0001156,ASI_000458,CTA_0016,,334.48,0.0,Cargas patronales
ASD_0001157,ASI_000458,CTA_0008,,0.0,1156.74,Sueldos a pagar
ASD_0001158,ASI_000458,CTA_0009,,0.0,571.4,Obligaciones sociales
ASD_0001159,ASI_000459,CTA_0012,,1294.44,0.0,Gasto salarial
ASD_0001160,ASI_000459,CTA_0016,,310.67,0.0,Cargas patronales
ASD_0001161,ASI_000459,CTA_0008,,0.0,1074.39,Sueldos a pagar
ASD_0001162,ASI_000459,CTA_0009,,0.0,530.72,Obligaciones sociales
ASD_0001163,ASI_000460,CTA_0012,,1475.17,0.0,Gasto salarial
ASD_0001164,ASI_000460,CTA_0016,,354.04,0.0,Cargas patronales
ASD_0001165,ASI_000460,CTA_0008,,0.0,1224.39,Sueldos a pagar
ASD_0001166,ASI_000460,CTA_0009,,0.0,604.82,Obligaciones sociales
ASD_0001167,ASI_000461,CTA_0012,,1465.75,0.0,Gasto salarial
ASD_0001168,ASI_000461,CTA_0016,,351.78,0.0,Cargas patronales
ASD_0001169,ASI_000461,CTA_0008,,0.0,1216.57,Sueldos a pagar
ASD_0001170,ASI_000461,CTA_0009,,0.0,600.96,Obligaciones sociales
ASD_0001171,ASI_000462,CTA_0012,,1206.74,0.0,Gasto salarial
ASD_0001172,ASI_000462,CTA_0016,,289.62,0.0,Cargas patronales
ASD_0001173,ASI_000462,CTA_0008,,0.0,1001.59,Sueldos a pagar
ASD_0001174,ASI_000462,CTA_0009,,0.0,494.77,Obligaciones sociales
ASD_0001175,ASI_000463,CTA_0012,,1464.84,0.0,Gasto salarial
ASD_0001176,ASI_000463,CTA_0016,,351.56,0.0,Cargas patronales
ASD_0001177,ASI_000463,CTA_0008,,0.0,1215.82,Sueldos a pagar
ASD_0001178,ASI_000463,CTA_0009,,0.0,600.58,Obligaciones sociales
ASD_0001179,ASI_000464,CTA_0012,,1292.84,0.0,Gasto salarial
ASD_0001180,ASI_000464,CTA_0016,,310.28,0.0,Cargas patronales
ASD_0001181,ASI_000464,CTA_0008,,0.0,1073.06,Sueldos a pagar
ASD_0001182,ASI_000464,CTA_0009,,0.0,530.06,Obligaciones sociales
ASD_0001183,ASI_000465,CTA_0012,,1803.74,0.0,Gasto salarial
ASD_0001184,ASI_000465,CTA_0016,,432.9,0.0,Cargas patronales
ASD_0001185,ASI_000465,CTA_0008,,0.0,1497.1,Sueldos a pagar
ASD_0001186,ASI_000465,CTA_0009,,0.0,739.54,Obligaciones sociales
ASD_0001187,ASI_000466,CTA_0012,,1225.31,0.0,Gasto salarial
ASD_0001188,ASI_000466,CTA_0016,,294.07,0.0,Cargas patronales
ASD_0001189,ASI_000466,CTA_0008,,0.0,1017.01,Sueldos a pagar
ASD_0001190,ASI_000466,CTA_0009,,0.0,502.37,Obligaciones sociales
ASD_0001191,ASI_000467,CTA_0012,,1285.91,0.0,Gasto salarial
ASD_0001192,ASI_000467,CTA_0016,,308.62,0.0,Cargas patronales
ASD_0001193,ASI_000467,CTA_0008,,0.0,1067.31,Sueldos a pagar
ASD_0001194,ASI_000467,CTA_0009,,0.0,527.22,Obligaciones sociales
ASD_0001195,ASI_000468,CTA_0012,,1217.34,0.0,Gasto salarial
ASD_0001196,ASI_000468,CTA_0016,,292.16,0.0,Cargas patronales
ASD_0001197,ASI_000468,CTA_0008,,0.0,1010.39,Sueldos a pagar
ASD_0001198,ASI_000468,CTA_0009,,0.0,499.11,Obligaciones sociales
ASD_0001199,ASI_000469,CTA_0012,,1190.59,0.0,Gasto salarial
ASD_0001200,ASI_000469,CTA_0016,,285.74,0.0,Cargas patronales
ASD_0001201,ASI_000469,CTA_0008,,0.0,988.19,Sueldos a pagar
ASD_0001202,ASI_000469,CTA_0009,,0.0,488.14,Obligaciones sociales
ASD_0001203,ASI_000470,CTA_0012,,1287.79,0.0,Gasto salarial
ASD_0001204,ASI_000470,CTA_0016,,309.07,0.0,Cargas patronales
ASD_0001205,ASI_000470,CTA_0008,,0.0,1068.87,Sueldos a pagar
ASD_0001206,ASI_000470,CTA_0009,,0.0,527.99,Obligaciones sociales
ASD_0001207,ASI_000471,CTA_0012,,1248.01,0.0,Gasto salarial
ASD_0001208,ASI_000471,CTA_0016,,299.52,0.0,Cargas patronales
ASD_0001209,ASI_000471,CTA_0008,,0.0,1035.85,Sueldos a pagar
ASD_0001210,ASI_000471,CTA_0009,,0.0,511.68,Obligaciones sociales
ASD_0001211,ASI_000472,CTA_0012,,1487.29,0.0,Gasto salarial
ASD_0001212,ASI_000472,CTA_0016,,356.95,0.0,Cargas patronales
ASD_0001213,ASI_000472,CTA_0008,,0.0,1234.45,Sueldos a pagar
ASD_0001214,ASI_000472,CTA_0009,,0.0,609.79,Obligaciones sociales
ASD_0001215,ASI_000473,CTA_0012,,1235.53,0.0,Gasto salarial
ASD_0001216,ASI_000473,CTA_0016,,296.53,0.0,Cargas patronales
ASD_0001217,ASI_000473,CTA_0008,,0.0,1025.49,Sueldos a pagar
ASD_0001218,ASI_000473,CTA_0009,,0.0,506.57,Obligaciones sociales
ASD_0001219,ASI_000474,CTA_0012,,1377.82,0.0,Gasto salarial
ASD_0001220,ASI_000474,CTA_0016,,330.68,0.0,Cargas patronales
ASD_0001221,ASI_000474,CTA_0008,,0.0,1143.59,Sueldos a pagar
ASD_0001222,ASI_000474,CTA_0009,,0.0,564.91,Obligaciones sociales
ASD_0001223,ASI_000475,CTA_0012,,1258.43,0.0,Gasto salarial
ASD_0001224,ASI_000475,CTA_0016,,302.02,0.0,Cargas patronales
ASD_0001225,ASI_000475,CTA_0008,,0.0,1044.5,Sueldos a pagar
ASD_0001226,ASI_000475,CTA_0009,,0.0,515.95,Obligaciones sociales
ASD_0001227,ASI_000476,CTA_0012,,1179.22,0.0,Gasto salarial
ASD_0001228,ASI_000476,CTA_0016,,283.01,0.0,Cargas patronales
ASD_0001229,ASI_000476,CTA_0008,,0.0,978.75,Sueldos a pagar
ASD_0001230,ASI_000476,CTA_0009,,0.0,483.48,Obligaciones sociales
ASD_0001231,ASI_000477,CTA_0012,,1183.8,0.0,Gasto salarial
ASD_0001232,ASI_000477,CTA_0016,,284.11,0.0,Cargas patronales
ASD_0001233,ASI_000477,CTA_0008,,0.0,982.55,Sueldos a pagar
ASD_0001234,ASI_000477,CTA_0009,,0.0,485.36,Obligaciones sociales
ASD_0001235,ASI_000478,CTA_0012,,1214.46,0.0,Gasto salarial
ASD_0001236,ASI_000478,CTA_0016,,291.47,0.0,Cargas patronales
ASD_0001237,ASI_000478,CTA_0008,,0.0,1008.0,Sueldos a pagar
ASD_0001238,ASI_000478,CTA_0009,,0.0,497.93,Obligaciones sociales
ASD_0001239,ASI_000479,CTA_0012,,1373.65,0.0,Gasto salarial
ASD_0001240,ASI_000479,CTA_0016,,329.68,0.0,Cargas patronales
ASD_0001241,ASI_000479,CTA_0008,,0.0,1140.13,Sueldos a pagar
ASD_0001242,ASI_000479,CTA_0009,,0.0,563.2,Obligaciones sociales
ASD_0001243,ASI_000480,CTA_0012,,1280.9,0.0,Gasto salarial
ASD_0001244,ASI_000480,CTA_0016,,307.42,0.0,Cargas patronales
ASD_0001245,ASI_000480,CTA_0008,,0.0,1063.15,Sueldos a pagar
ASD_0001246,ASI_000480,CTA_0009,,0.0,525.17,Obligaciones sociales
ASD_0001247,ASI_000481,CTA_0012,,1427.41,0.0,Gasto salarial
ASD_0001248,ASI_000481,CTA_0016,,342.58,0.0,Cargas patronales
ASD_0001249,ASI_000481,CTA_0008,,0.0,1184.75,Sueldos a pagar
ASD_0001250,ASI_000481,CTA_0009,,0.0,585.24,Obligaciones sociales
ASD_0001251,ASI_000482,CTA_0012,,1415.8,0.0,Gasto salarial
ASD_0001252,ASI_000482,CTA_0016,,339.79,0.0,Cargas patronales
ASD_0001253,ASI_000482,CTA_0008,,0.0,1175.11,Sueldos a pagar
ASD_0001254,ASI_000482,CTA_0009,,0.0,580.48,Obligaciones sociales
ASD_0001255,ASI_000483,CTA_0012,,1284.4,0.0,Gasto salarial
ASD_0001256,ASI_000483,CTA_0016,,308.26,0.0,Cargas patronales
ASD_0001257,ASI_000483,CTA_0008,,0.0,1066.05,Sueldos a pagar
ASD_0001258,ASI_000483,CTA_0009,,0.0,526.61,Obligaciones sociales
ASD_0001259,ASI_000484,CTA_0012,,1455.95,0.0,Gasto salarial
ASD_0001260,ASI_000484,CTA_0016,,349.43,0.0,Cargas patronales
ASD_0001261,ASI_000484,CTA_0008,,0.0,1208.44,Sueldos a pagar
ASD_0001262,ASI_000484,CTA_0009,,0.0,596.94,Obligaciones sociales
ASD_0001263,ASI_000485,CTA_0012,,1483.86,0.0,Gasto salarial
ASD_0001264,ASI_000485,CTA_0016,,356.13,0.0,Cargas patronales
ASD_0001265,ASI_000485,CTA_0008,,0.0,1231.6,Sueldos a pagar
ASD_0001266,ASI_000485,CTA_0009,,0.0,608.39,Obligaciones sociales
ASD_0001267,ASI_000486,CTA_0012,,1221.19,0.0,Gasto salarial
ASD_0001268,ASI_000486,CTA_0016,,293.09,0.0,Cargas patronales
ASD_0001269,ASI_000486,CTA_0008,,0.0,1013.59,Sueldos a pagar
ASD_0001270,ASI_000486,CTA_0009,,0.0,500.69,Obligaciones sociales
ASD_0001271,ASI_000487,CTA_0012,,1490.66,0.0,Gasto salarial
ASD_0001272,ASI_000487,CTA_0016,,357.76,0.0,Cargas patronales
ASD_0001273,ASI_000487,CTA_0008,,0.0,1237.25,Sueldos a pagar
ASD_0001274,ASI_000487,CTA_0009,,0.0,611.17,Obligaciones sociales
ASD_0001275,ASI_000488,CTA_0012,,1254.28,0.0,Gasto salarial
ASD_0001276,ASI_000488,CTA_0016,,301.03,0.0,Cargas patronales
ASD_0001277,ASI_000488,CTA_0008,,0.0,1041.05,Sueldos a pagar
ASD_0001278,ASI_000488,CTA_0009,,0.0,514.26,Obligaciones sociales
ASD_0001279,ASI_000489,CTA_0012,,1836.48,0.0,Gasto salarial
ASD_0001280,ASI_000489,CTA_0016,,440.76,0.0,Cargas patronales
ASD_0001281,ASI_000489,CTA_0008,,0.0,1524.28,Sueldos a pagar
ASD_0001282,ASI_000489,CTA_0009,,0.0,752.96,Obligaciones sociales
ASD_0001283,ASI_000490,CTA_0012,,1211.58,0.0,Gasto salarial
ASD_0001284,ASI_000490,CTA_0016,,290.78,0.0,Cargas patronales
ASD_0001285,ASI_000490,CTA_0008,,0.0,1005.61,Sueldos a pagar
ASD_0001286,ASI_000490,CTA_0009,,0.0,496.75,Obligaciones sociales
ASD_0001287,ASI_000491,CTA_0012,,1246.94,0.0,Gasto salarial
ASD_0001288,ASI_000491,CTA_0016,,299.27,0.0,Cargas patronales
ASD_0001289,ASI_000491,CTA_0008,,0.0,1034.96,Sueldos a pagar
ASD_0001290,ASI_000491,CTA_0009,,0.0,511.25,Obligaciones sociales
ASD_0001291,ASI_000492,CTA_0012,,1213.31,0.0,Gasto salarial
ASD_0001292,ASI_000492,CTA_0016,,291.19,0.0,Cargas patronales
ASD_0001293,ASI_000492,CTA_0008,,0.0,1007.05,Sueldos a pagar
ASD_0001294,ASI_000492,CTA_0009,,0.0,497.45,Obligaciones sociales
ASD_0001295,ASI_000493,CTA_0012,,1179.63,0.0,Gasto salarial
ASD_0001296,ASI_000493,CTA_0016,,283.11,0.0,Cargas patronales
ASD_0001297,ASI_000493,CTA_0008,,0.0,979.09,Sueldos a pagar
ASD_0001298,ASI_000493,CTA_0009,,0.0,483.65,Obligaciones sociales
ASD_0001299,ASI_000494,CTA_0012,,1285.45,0.0,Gasto salarial
ASD_0001300,ASI_000494,CTA_0016,,308.51,0.0,Cargas patronales
ASD_0001301,ASI_000494,CTA_0008,,0.0,1066.92,Sueldos a pagar
ASD_0001302,ASI_000494,CTA_0009,,0.0,527.04,Obligaciones sociales
ASD_0001303,ASI_000495,CTA_0012,,1231.51,0.0,Gasto salarial
ASD_0001304,ASI_000495,CTA_0016,,295.56,0.0,Cargas patronales
ASD_0001305,ASI_000495,CTA_0008,,0.0,1022.15,Sueldos a pagar
ASD_0001306,ASI_000495,CTA_0009,,0.0,504.92,Obligaciones sociales
ASD_0001307,ASI_000496,CTA_0012,,1424.86,0.0,Gasto salarial
ASD_0001308,ASI_000496,CTA_0016,,341.97,0.0,Cargas patronales
ASD_0001309,ASI_000496,CTA_0008,,0.0,1182.63,Sueldos a pagar
ASD_0001310,ASI_000496,CTA_0009,,0.0,584.2,Obligaciones sociales
ASD_0001311,ASI_000497,CTA_0012,,1299.83,0.0,Gasto salarial
ASD_0001312,ASI_000497,CTA_0016,,311.96,0.0,Cargas patronales
ASD_0001313,ASI_000497,CTA_0008,,0.0,1078.86,Sueldos a pagar
ASD_0001314,ASI_000497,CTA_0009,,0.0,532.93,Obligaciones sociales
ASD_0001315,ASI_000498,CTA_0012,,1424.39,0.0,Gasto salarial
ASD_0001316,ASI_000498,CTA_0016,,341.85,0.0,Cargas patronales
ASD_0001317,ASI_000498,CTA_0008,,0.0,1182.24,Sueldos a pagar
ASD_0001318,ASI_000498,CTA_0009,,0.0,584.0,Obligaciones sociales
ASD_0001319,ASI_000499,CTA_0012,,1291.21,0.0,Gasto salarial
ASD_0001320,ASI_000499,CTA_0016,,309.89,0.0,Cargas patronales
ASD_0001321,ASI_000499,CTA_0008,,0.0,1071.7,Sueldos a pagar
ASD_0001322,ASI_000499,CTA_0009,,0.0,529.4,Obligaciones sociales
ASD_0001323,ASI_000500,CTA_0012,,1223.75,0.0,Gasto salarial
ASD_0001324,ASI_000500,CTA_0016,,293.7,0.0,Cargas patronales
ASD_0001325,ASI_000500,CTA_0008,,0.0,1015.71,Sueldos a pagar
ASD_0001326,ASI_000500,CTA_0009,,0.0,501.74,Obligaciones sociales
ASD_0001327,ASI_000501,CTA_0012,,1187.43,0.0,Gasto salarial
ASD_0001328,ASI_000501,CTA_0016,,284.98,0.0,Cargas patronales
ASD_0001329,ASI_000501,CTA_0008,,0.0,985.57,Sueldos a pagar
ASD_0001330,ASI_000501,CTA_0009,,0.0,486.84,Obligaciones sociales
ASD_0001331,ASI_000502,CTA_0012,,1176.71,0.0,Gasto salarial
ASD_0001332,ASI_000502,CTA_0016,,282.41,0.0,Cargas patronales
ASD_0001333,ASI_000502,CTA_0008,,0.0,976.67,Sueldos a pagar
ASD_0001334,ASI_000502,CTA_0009,,0.0,482.45,Obligaciones sociales
ASD_0001335,ASI_000503,CTA_0012,,1363.17,0.0,Gasto salarial
ASD_0001336,ASI_000503,CTA_0016,,327.16,0.0,Cargas patronales
ASD_0001337,ASI_000503,CTA_0008,,0.0,1131.43,Sueldos a pagar
ASD_0001338,ASI_000503,CTA_0009,,0.0,558.9,Obligaciones sociales
ASD_0001339,ASI_000504,CTA_0012,,1262.59,0.0,Gasto salarial
ASD_0001340,ASI_000504,CTA_0016,,303.02,0.0,Cargas patronales
ASD_0001341,ASI_000504,CTA_0008,,0.0,1047.95,Sueldos a pagar
ASD_0001342,ASI_000504,CTA_0009,,0.0,517.66,Obligaciones sociales
ASD_0001343,ASI_000505,CTA_0012,,1440.14,0.0,Gasto salarial
ASD_0001344,ASI_000505,CTA_0016,,345.63,0.0,Cargas patronales
ASD_0001345,ASI_000505,CTA_0008,,0.0,1195.32,Sueldos a pagar
ASD_0001346,ASI_000505,CTA_0009,,0.0,590.45,Obligaciones sociales
ASD_0001347,ASI_000506,CTA_0012,,1429.86,0.0,Gasto salarial
ASD_0001348,ASI_000506,CTA_0016,,343.17,0.0,Cargas patronales
ASD_0001349,ASI_000506,CTA_0008,,0.0,1186.78,Sueldos a pagar
ASD_0001350,ASI_000506,CTA_0009,,0.0,586.25,Obligaciones sociales
ASD_0001351,ASI_000507,CTA_0012,,1225.3,0.0,Gasto salarial
ASD_0001352,ASI_000507,CTA_0016,,294.07,0.0,Cargas patronales
ASD_0001353,ASI_000507,CTA_0008,,0.0,1017.0,Sueldos a pagar
ASD_0001354,ASI_000507,CTA_0009,,0.0,502.37,Obligaciones sociales
ASD_0001355,ASI_000508,CTA_0012,,1433.46,0.0,Gasto salarial
ASD_0001356,ASI_000508,CTA_0016,,344.03,0.0,Cargas patronales
ASD_0001357,ASI_000508,CTA_0008,,0.0,1189.77,Sueldos a pagar
ASD_0001358,ASI_000508,CTA_0009,,0.0,587.72,Obligaciones sociales
ASD_0001359,ASI_000509,CTA_0012,,1442.44,0.0,Gasto salarial
ASD_0001360,ASI_000509,CTA_0016,,346.19,0.0,Cargas patronales
ASD_0001361,ASI_000509,CTA_0008,,0.0,1197.23,Sueldos a pagar
ASD_0001362,ASI_000509,CTA_0009,,0.0,591.4,Obligaciones sociales
ASD_0001363,ASI_000510,CTA_0012,,1170.49,0.0,Gasto salarial
ASD_0001364,ASI_000510,CTA_0016,,280.92,0.0,Cargas patronales
ASD_0001365,ASI_000510,CTA_0008,,0.0,971.51,Sueldos a pagar
ASD_0001366,ASI_000510,CTA_0009,,0.0,479.9,Obligaciones sociales
ASD_0001367,ASI_000511,CTA_0012,,1440.64,0.0,Gasto salarial
ASD_0001368,ASI_000511,CTA_0016,,345.75,0.0,Cargas patronales
ASD_0001369,ASI_000511,CTA_0008,,0.0,1195.73,Sueldos a pagar
ASD_0001370,ASI_000511,CTA_0009,,0.0,590.66,Obligaciones sociales
ASD_0001371,ASI_000512,CTA_0012,,1274.2,0.0,Gasto salarial
ASD_0001372,ASI_000512,CTA_0016,,305.81,0.0,Cargas patronales
ASD_0001373,ASI_000512,CTA_0008,,0.0,1057.59,Sueldos a pagar
ASD_0001374,ASI_000512,CTA_0009,,0.0,522.42,Obligaciones sociales
ASD_0001375,ASI_000513,CTA_0012,,1819.36,0.0,Gasto salarial
ASD_0001376,ASI_000513,CTA_0016,,436.65,0.0,Cargas patronales
ASD_0001377,ASI_000513,CTA_0008,,0.0,1510.07,Sueldos a pagar
ASD_0001378,ASI_000513,CTA_0009,,0.0,745.94,Obligaciones sociales
ASD_0001379,ASI_000514,CTA_0012,,1199.94,0.0,Gasto salarial
ASD_0001380,ASI_000514,CTA_0016,,287.99,0.0,Cargas patronales
ASD_0001381,ASI_000514,CTA_0008,,0.0,995.95,Sueldos a pagar
ASD_0001382,ASI_000514,CTA_0009,,0.0,491.98,Obligaciones sociales
ASD_0001383,ASI_000515,CTA_0012,,1291.77,0.0,Gasto salarial
ASD_0001384,ASI_000515,CTA_0016,,310.02,0.0,Cargas patronales
ASD_0001385,ASI_000515,CTA_0008,,0.0,1072.17,Sueldos a pagar
ASD_0001386,ASI_000515,CTA_0009,,0.0,529.62,Obligaciones sociales
ASD_0001387,ASI_000516,CTA_0012,,1199.06,0.0,Gasto salarial
ASD_0001388,ASI_000516,CTA_0016,,287.77,0.0,Cargas patronales
ASD_0001389,ASI_000516,CTA_0008,,0.0,995.22,Sueldos a pagar
ASD_0001390,ASI_000516,CTA_0009,,0.0,491.61,Obligaciones sociales
ASD_0001391,ASI_000517,CTA_0012,,1205.57,0.0,Gasto salarial
ASD_0001392,ASI_000517,CTA_0016,,289.34,0.0,Cargas patronales
ASD_0001393,ASI_000517,CTA_0008,,0.0,1000.62,Sueldos a pagar
ASD_0001394,ASI_000517,CTA_0009,,0.0,494.29,Obligaciones sociales
ASD_0001395,ASI_000518,CTA_0012,,1252.41,0.0,Gasto salarial
ASD_0001396,ASI_000518,CTA_0016,,300.58,0.0,Cargas patronales
ASD_0001397,ASI_000518,CTA_0008,,0.0,1039.5,Sueldos a pagar
ASD_0001398,ASI_000518,CTA_0009,,0.0,513.49,Obligaciones sociales
ASD_0001399,ASI_000519,CTA_0012,,1236.98,0.0,Gasto salarial
ASD_0001400,ASI_000519,CTA_0016,,296.88,0.0,Cargas patronales
ASD_0001401,ASI_000519,CTA_0008,,0.0,1026.69,Sueldos a pagar
ASD_0001402,ASI_000519,CTA_0009,,0.0,507.17,Obligaciones sociales
ASD_0001403,ASI_000520,CTA_0012,,1448.89,0.0,Gasto salarial
ASD_0001404,ASI_000520,CTA_0016,,347.73,0.0,Cargas patronales
ASD_0001405,ASI_000520,CTA_0008,,0.0,1202.58,Sueldos a pagar
ASD_0001406,ASI_000520,CTA_0009,,0.0,594.04,Obligaciones sociales
ASD_0001407,ASI_000521,CTA_0012,,1297.32,0.0,Gasto salarial
ASD_0001408,ASI_000521,CTA_0016,,311.36,0.0,Cargas patronales
ASD_0001409,ASI_000521,CTA_0008,,0.0,1076.78,Sueldos a pagar
ASD_0001410,ASI_000521,CTA_0009,,0.0,531.9,Obligaciones sociales
ASD_0001411,ASI_000522,CTA_0012,,1403.89,0.0,Gasto salarial
ASD_0001412,ASI_000522,CTA_0016,,336.93,0.0,Cargas patronales
ASD_0001413,ASI_000522,CTA_0008,,0.0,1165.23,Sueldos a pagar
ASD_0001414,ASI_000522,CTA_0009,,0.0,575.59,Obligaciones sociales
ASD_0001415,ASI_000523,CTA_0012,,1245.81,0.0,Gasto salarial
ASD_0001416,ASI_000523,CTA_0016,,298.99,0.0,Cargas patronales
ASD_0001417,ASI_000523,CTA_0008,,0.0,1034.02,Sueldos a pagar
ASD_0001418,ASI_000523,CTA_0009,,0.0,510.78,Obligaciones sociales
ASD_0001419,ASI_000524,CTA_0012,,1188.32,0.0,Gasto salarial
ASD_0001420,ASI_000524,CTA_0016,,285.2,0.0,Cargas patronales
ASD_0001421,ASI_000524,CTA_0008,,0.0,986.31,Sueldos a pagar
ASD_0001422,ASI_000524,CTA_0009,,0.0,487.21,Obligaciones sociales
ASD_0001423,ASI_000525,CTA_0012,,1215.55,0.0,Gasto salarial
ASD_0001424,ASI_000525,CTA_0016,,291.73,0.0,Cargas patronales
ASD_0001425,ASI_000525,CTA_0008,,0.0,1008.91,Sueldos a pagar
ASD_0001426,ASI_000525,CTA_0009,,0.0,498.37,Obligaciones sociales
ASD_0001427,ASI_000526,CTA_0012,,1203.73,0.0,Gasto salarial
ASD_0001428,ASI_000526,CTA_0016,,288.9,0.0,Cargas patronales
ASD_0001429,ASI_000526,CTA_0008,,0.0,999.1,Sueldos a pagar
ASD_0001430,ASI_000526,CTA_0009,,0.0,493.53,Obligaciones sociales
ASD_0001431,ASI_000527,CTA_0012,,1398.82,0.0,Gasto salarial
ASD_0001432,ASI_000527,CTA_0016,,335.72,0.0,Cargas patronales
ASD_0001433,ASI_000527,CTA_0008,,0.0,1161.02,Sueldos a pagar
ASD_0001434,ASI_000527,CTA_0009,,0.0,573.52,Obligaciones sociales
ASD_0001435,ASI_000528,CTA_0012,,1291.39,0.0,Gasto salarial
ASD_0001436,ASI_000528,CTA_0016,,309.93,0.0,Cargas patronales
ASD_0001437,ASI_000528,CTA_0008,,0.0,1071.85,Sueldos a pagar
ASD_0001438,ASI_000528,CTA_0009,,0.0,529.47,Obligaciones sociales
ASD_0001439,ASI_000529,CTA_0012,,1479.5,0.0,Gasto salarial
ASD_0001440,ASI_000529,CTA_0016,,355.08,0.0,Cargas patronales
ASD_0001441,ASI_000529,CTA_0008,,0.0,1227.98,Sueldos a pagar
ASD_0001442,ASI_000529,CTA_0009,,0.0,606.6,Obligaciones sociales
ASD_0001443,ASI_000530,CTA_0012,,1405.62,0.0,Gasto salarial
ASD_0001444,ASI_000530,CTA_0016,,337.35,0.0,Cargas patronales
ASD_0001445,ASI_000530,CTA_0008,,0.0,1166.66,Sueldos a pagar
ASD_0001446,ASI_000530,CTA_0009,,0.0,576.31,Obligaciones sociales
ASD_0001447,ASI_000531,CTA_0012,,1350.63,0.0,Gasto salarial
ASD_0001448,ASI_000531,CTA_0016,,324.15,0.0,Cargas patronales
ASD_0001449,ASI_000531,CTA_0008,,0.0,1121.02,Sueldos a pagar
ASD_0001450,ASI_000531,CTA_0009,,0.0,553.76,Obligaciones sociales
ASD_0001451,ASI_000532,CTA_0012,,1473.1,0.0,Gasto salarial
ASD_0001452,ASI_000532,CTA_0016,,353.54,0.0,Cargas patronales
ASD_0001453,ASI_000532,CTA_0008,,0.0,1222.67,Sueldos a pagar
ASD_0001454,ASI_000532,CTA_0009,,0.0,603.97,Obligaciones sociales
ASD_0001455,ASI_000533,CTA_0012,,1457.16,0.0,Gasto salarial
ASD_0001456,ASI_000533,CTA_0016,,349.72,0.0,Cargas patronales
ASD_0001457,ASI_000533,CTA_0008,,0.0,1209.44,Sueldos a pagar
ASD_0001458,ASI_000533,CTA_0009,,0.0,597.44,Obligaciones sociales
ASD_0001459,ASI_000534,CTA_0012,,1198.1,0.0,Gasto salarial
ASD_0001460,ASI_000534,CTA_0016,,287.54,0.0,Cargas patronales
ASD_0001461,ASI_000534,CTA_0008,,0.0,994.42,Sueldos a pagar
ASD_0001462,ASI_000534,CTA_0009,,0.0,491.22,Obligaciones sociales
ASD_0001463,ASI_000535,CTA_0012,,1426.38,0.0,Gasto salarial
ASD_0001464,ASI_000535,CTA_0016,,342.33,0.0,Cargas patronales
ASD_0001465,ASI_000535,CTA_0008,,0.0,1183.9,Sueldos a pagar
ASD_0001466,ASI_000535,CTA_0009,,0.0,584.81,Obligaciones sociales
ASD_0001467,ASI_000536,CTA_0012,,1354.97,0.0,Gasto salarial
ASD_0001468,ASI_000536,CTA_0016,,325.19,0.0,Cargas patronales
ASD_0001469,ASI_000536,CTA_0008,,0.0,1124.63,Sueldos a pagar
ASD_0001470,ASI_000536,CTA_0009,,0.0,555.53,Obligaciones sociales
ASD_0001471,ASI_000537,CTA_0012,,2020.98,0.0,Gasto salarial
ASD_0001472,ASI_000537,CTA_0016,,485.04,0.0,Cargas patronales
ASD_0001473,ASI_000537,CTA_0008,,0.0,1677.41,Sueldos a pagar
ASD_0001474,ASI_000537,CTA_0009,,0.0,828.61,Obligaciones sociales
ASD_0001475,ASI_000538,CTA_0012,,1158.54,0.0,Gasto salarial
ASD_0001476,ASI_000538,CTA_0016,,278.05,0.0,Cargas patronales
ASD_0001477,ASI_000538,CTA_0008,,0.0,961.59,Sueldos a pagar
ASD_0001478,ASI_000538,CTA_0009,,0.0,475.0,Obligaciones sociales
ASD_0001479,ASI_000539,CTA_0012,,1430.45,0.0,Gasto salarial
ASD_0001480,ASI_000539,CTA_0016,,343.31,0.0,Cargas patronales
ASD_0001481,ASI_000539,CTA_0008,,0.0,1187.27,Sueldos a pagar
ASD_0001482,ASI_000539,CTA_0009,,0.0,586.49,Obligaciones sociales
ASD_0001483,ASI_000540,CTA_0012,,1160.07,0.0,Gasto salarial
ASD_0001484,ASI_000540,CTA_0016,,278.42,0.0,Cargas patronales
ASD_0001485,ASI_000540,CTA_0008,,0.0,962.86,Sueldos a pagar
ASD_0001486,ASI_000540,CTA_0009,,0.0,475.63,Obligaciones sociales
ASD_0001487,ASI_000541,CTA_0012,,1209.92,0.0,Gasto salarial
ASD_0001488,ASI_000541,CTA_0016,,290.38,0.0,Cargas patronales
ASD_0001489,ASI_000541,CTA_0008,,0.0,1004.23,Sueldos a pagar
ASD_0001490,ASI_000541,CTA_0009,,0.0,496.07,Obligaciones sociales
