viaje_det_id,viaje_id,despacho_venta_id,quantity,cost_per_ton
VDE_00481,VIA_00481,DESP_00040,27.56,6.22
VDE_00482,VIA_00482,DESP_00040,27.56,5.71
VDE_00483,VIA_00483,DESP_00040,27.56,7.72
VDE_00484,VIA_00484,DESP_00040,27.56,6.8
VDE_00485,VIA_00485,DESP_00040,27.56,6.66
VDE_00486,VIA_00486,DESP_00041,27.68,7.29
VDE_00487,VIA_00487,DESP_00041,27.68,6.94
VDE_00488,VIA_00488,DESP_00041,27.68,6.23
VDE_00489,VIA_00489,DESP_00041,27.68,7.32
VDE_00490,VIA_00490,DESP_00041,27.68,7.16
VDE_00491,VIA_00491,DESP_00041,27.68,7.98
VDE_00492,VIA_00492,DESP_00041,27.68,7.53
VDE_00493,VIA_00493,DESP_00041,27.68,6.63
VDE_00494,VIA_00494,DESP_00041,27.68,6.49
VDE_00495,VIA_00495,DESP_00041,27.68,5.76
VDE_00496,VIA_00496,DESP_00041,27.68,7.6
VDE_00497,VIA_00497,DESP_00041,27.68,6.49
VDE_00498,VIA_00498,DESP_00041,27.68,6.73
VDE_00499,VIA_00499,DESP_00041,27.68,7.74
VDE_00500,VIA_00500,DESP_00042,27.72,11.57
VDE_00501,VIA_00501,DESP_00042,27.72,11.46
VDE_00502,VIA_00502,DESP_00042,27.72,11.6
VDE_00503,VIA_00503,DESP_00042,27.72,11.76
VDE_00504,VIA_00504,DESP_00042,27.72,13.5
VDE_00505,VIA_00505,DESP_00042,27.72,10.88
VDE_00506,VIA_00506,DESP_00042,27.72,13.7
VDE_00507,VIA_00507,DESP_00042,27.72,12.2
VDE_00508,VIA_00508,DESP_00042,27.72,13.07
VDE_00509,VIA_00509,DESP_00042,27.72,12.69
VDE_00510,VIA_00510,DESP_00043,26.44,11.1
VDE_00511,VIA_00511,DESP_00043,26.44,14.43
VDE_00512,VIA_00512,DESP_00043,26.44,9.91
VDE_00513,VIA_00513,DESP_00043,26.44,9.18
VDE_00514,VIA_00514,DESP_00043,26.44,13.79
VDE_00515,VIA_00515,DESP_00043,26.44,11.93
VDE_00516,VIA_00516,DESP_00043,26.44,13.47
VDE_00517,VIA_00517,DESP_00043,26.44,11.58
VDE_00518,VIA_00518,DESP_00043,26.44,10.26
VDE_00519,VIA_00519,DESP_00043,26.44,12.54
VDE_00520,VIA_00520,DESP_00044,27.22,6.12
VDE_00521,VIA_00521,DESP_00044,27.22,7.65
VDE_00522,VIA_00522,DESP_00044,27.22,6.76
VDE_00523,VIA_00523,DESP_00044,27.22,5.53
VDE_00524,VIA_00524,DESP_00044,27.22,6.78
VDE_00525,VIA_00525,DESP_00044,27.22,6.39
VDE_00526,VIA_00526,DESP_00044,27.22,5.92
VDE_00527,VIA_00527,DESP_00044,27.22,7.46
VDE_00528,VIA_00528,DESP_00044,27.22,6.48
VDE_00529,VIA_00529,DESP_00044,27.22,5.51
VDE_00530,VIA_00530,DESP_00044,27.22,6.89
VDE_00531,VIA_00531,DESP_00044,27.22,6.18
VDE_00532,VIA_00532,DESP_00044,27.22,5.95
VDE_00533,VIA_00533,DESP_00045,26.43,5.73
VDE_00534,VIA_00534,DESP_00045,26.43,5.94
VDE_00535,VIA_00535,DESP_00045,26.43,6.4
VDE_00536,VIA_00536,DESP_00045,26.43,6.02
VDE_00537,VIA_00537,DESP_00045,26.43,6.74
VDE_00538,VIA_00538,DESP_00045,26.43,6.06
VDE_00539,VIA_00539,DESP_00045,26.43,7.59
VDE_00540,VIA_00540,DESP_00045,26.43,7.71
VDE_00541,VIA_00541,DESP_00045,26.43,7.67
VDE_00542,VIA_00542,DESP_00045,26.43,7.19
VDE_00543,VIA_00543,DESP_00045,26.43,7.13
VDE_00544,VIA_00544,DESP_00045,26.43,5.75
VDE_00545,VIA_00545,DESP_00045,26.43,5.68
VDE_00546,VIA_00546,DESP_00045,26.43,6.61
VDE_00547,VIA_00547,DESP_00045,26.43,7.6
VDE_00548,VIA_00548,DESP_00046,27.65,7.5
VDE_00549,VIA_00549,DESP_00046,27.65,5.62
VDE_00550,VIA_00550,DESP_00046,27.65,6.39
VDE_00551,VIA_00551,DESP_00046,27.65,6.79
VDE_00552,VIA_00552,DESP_00046,27.65,5.84
VDE_00553,VIA_00553,DESP_00046,27.65,5.76
