mov_tesoreria_id,cuenta_financiera_id,movement_date,movement_type,source_table,source_id,amount
TES_00262,BANK_0002,2024-07-08,PAGO_LOGISTICA,log_viajes,VIA_00080,-298.64
TES_00263,BANK_0002,2024-07-07,PAGO_LOGISTICA,log_viajes,VIA_00081,-272.08
TES_00264,BANK_0002,2024-07-01,PAGO_LOGISTICA,log_viajes,VIA_00082,-285.78
TES_00265,BANK_0002,2024-09-13,PAGO_LOGISTICA,log_viajes,VIA_00083,-277.11
TES_00266,BANK_0002,2024-09-18,PAGO_LOGISTICA,log_viajes,VIA_00084,-351.26
TES_00267,BANK_0002,2024-09-21,PAGO_LOGISTICA,log_viajes,VIA_00085,-338.38
TES_00268,BANK_0002,2024-09-14,PAGO_LOGISTICA,log_viajes,VIA_00086,-261.1
TES_00269,BANK_0002,2024-09-20,PAGO_LOGISTICA,log_viajes,VIA_00087,-358.78
TES_00270,BANK_0002,2024-09-21,PAGO_LOGISTICA,log_viajes,VIA_00088,-310.73
TES_00271,BANK_0002,2024-09-11,PAGO_LOGISTICA,log_viajes,VIA_00089,-308.68
TES_00272,BANK_0002,2024-09-20,PAGO_LOGISTICA,log_viajes,VIA_00090,-316.58
TES_00273,BANK_0002,2024-09-23,PAGO_LOGISTICA,log_viajes,VIA_00091,-249.61
TES_00274,BANK_0002,2024-09-14,PAGO_LOGISTICA,log_viajes,VIA_00092,-325.66
TES_00275,BANK_0002,2024-05-18,PAGO_LOGISTICA,log_viajes,VIA_00100,-326.73
TES_00276,BANK_0002,2024-05-21,PAGO_LOGISTICA,log_viajes,VIA_00101,-249.35
TES_00277,BANK_0002,2024-05-09,PAGO_LOGISTICA,log_viajes,VIA_00102,-309.16
TES_00278,BANK_0002,2024-05-19,PAGO_LOGISTICA,log_viajes,VIA_00103,-310.9
TES_00279,BANK_0002,2024-05-12,PAGO_LOGISTICA,log_viajes,VIA_00104,-379.31
TES_00280,BANK_0002,2024-05-14,PAGO_LOGISTICA,log_viajes,VIA_00105,-265.26
TES_00281,BANK_0002,2024-05-19,PAGO_LOGISTICA,log_viajes,VIA_00106,-252.75
TES_00282,BANK_0002,2024-05-08,PAGO_LOGISTICA,log_viajes,VIA_00107,-301.91
TES_00283,BANK_0002,2024-05-09,PAGO_LOGISTICA,log_viajes,VIA_00108,-345.92
TES_00284,BANK_0002,2024-05-15,PAGO_LOGISTICA,log_viajes,VIA_00109,-322.06
TES_00285,BANK_0002,2024-05-24,PAGO_LOGISTICA,log_viajes,VIA_00110,-376.23
TES_00286,BANK_0002,2024-05-08,PAGO_LOGISTICA,log_viajes,VIA_00111,-330.33
TES_00287,BANK_0002,2024-05-21,PAGO_LOGISTICA,log_viajes,VIA_00112,-332.51
TES_00288,BANK_0002,2024-08-09,PAGO_LOGISTICA,log_viajes,VIA_00113,-278.9
TES_00289,BANK_0002,2024-08-16,PAGO_LOGISTICA,log_viajes,VIA_00114,-319.16
TES_00290,BANK_0002,2024-08-15,PAGO_LOGISTICA,log_viajes,VIA_00115,-371.37
TES_00291,BANK_0002,2024-08-16,PAGO_LOGISTICA,log_viajes,VIA_00116,-277.89
TES_00292,BANK_0002,2024-08-10,PAGO_LOGISTICA,log_viajes,VIA_00117,-281.85
TES_00293,BANK_0002,2024-08-21,PAGO_LOGISTICA,log_viajes,VIA_00118,-331.45
TES_00294,BANK_0002,2024-08-12,PAGO_LOGISTICA,log_viajes,VIA_00119,-392.37
TES_00295,BANK_0002,2024-08-22,PAGO_LOGISTICA,log_viajes,VIA_00120,-339.9
TES_00296,BANK_0002,2024-08-19,PAGO_LOGISTICA,log_viajes,VIA_00121,-383.8
TES_00297,BANK_0002,2024-08-18,PAGO_LOGISTICA,log_viajes,VIA_00122,-323.39
TES_00298,BANK_0002,2024-08-14,PAGO_LOGISTICA,log_viajes,VIA_00123,-289.73
TES_00299,BANK_0002,2024-08-19,PAGO_LOGISTICA,log_viajes,VIA_00124,-391.67
TES_00300,BANK_0002,2024-08-25,PAGO_LOGISTICA,log_viajes,VIA_00125,-379.79
TES_00301,BANK_0002,2024-08-23,PAGO_LOGISTICA,log_viajes,VIA_00126,-284.64
TES_00302,BANK_0002,2024-08-23,PAGO_LOGISTICA,log_viajes,VIA_00127,-326.19
TES_00303,BANK_0002,2024-08-12,PAGO_LOGISTICA,log_viajes,VIA_00128,-319.95
TES_00304,BANK_0002,2024-08-18,PAGO_LOGISTICA,log_viajes,VIA_00129,-305.44
TES_00305,BANK_0002,2024-08-14,PAGO_LOGISTICA,log_viajes,VIA_00130,-294.27
TES_00306,BANK_0002,2024-08-24,PAGO_LOGISTICA,log_viajes,VIA_00131,-263.45
TES_00307,BANK_0002,2024-08-25,PAGO_LOGISTICA,log_viajes,VIA_00132,-371.49
TES_00308,BANK_0002,2024-08-22,PAGO_LOGISTICA,log_viajes,VIA_00133,-278.48
TES_00309,BANK_0002,2024-08-10,PAGO_LOGISTICA,log_viajes,VIA_00134,-327.19
TES_00310,BANK_0002,2024-09-08,PAGO_LOGISTICA,log_viajes,VIA_00135,-347.84
TES_00311,BANK_0002,2024-09-15,PAGO_LOGISTICA,log_viajes,VIA_00136,-258.17
TES_00312,BANK_0002,2024-09-15,PAGO_LOGISTICA,log_viajes,VIA_00137,-336.58
TES_00313,BANK_0002,2024-09-08,PAGO_LOGISTICA,log_viajes,VIA_00138,-377.11
TES_00314,BANK_0002,2024-09-05,PAGO_LOGISTICA,log_viajes,VIA_00139,-340.35
TES_00315,BANK_0002,2024-09-05,PAGO_LOGISTICA,log_viajes,VIA_00140,-315.51
TES_00316,BANK_0002,2024-09-14,PAGO_LOGISTICA,log_viajes,VIA_00141,-370.12
TES_00317,BANK_0002,2024-09-11,PAGO_LOGISTICA,log_viajes,VIA_00142,-249.98
TES_00318,BANK_0002,2024-09-11,PAGO_LOGISTICA,log_viajes,VIA_00143,-385.47
TES_00319,BANK_0002,2024-09-17,PAGO_LOGISTICA,log_viajes,VIA_00144,-271.08
TES_00320,BANK_0002,2024-05-15,PAGO_LOGISTICA,log_viajes,VIA_00145,-339.21
TES_00321,BANK_0002,2024-05-28,PAGO_LOGISTICA,log_viajes,VIA_00146,-372.01
TES_00322,BANK_0002,2024-05-20,PAGO_LOGISTICA,log_viajes,VIA_00147,-278.22
TES_00323,BANK_0002,2024-05-31,PAGO_LOGISTICA,log_viajes,VIA_00148,-286.75
TES_00324,BANK_0002,2024-05-31,PAGO_LOGISTICA,log_viajes,VIA_00149,-241.68
TES_00325,BANK_0002,2024-05-23,PAGO_LOGISTICA,log_viajes,VIA_00150,-337.28
TES_00326,BANK_0002,2024-05-21,PAGO_LOGISTICA,log_viajes,VIA_00151,-298.17
TES_00327,BANK_0002,2024-05-19,PAGO_LOGISTICA,log_viajes,VIA_00152,-322.77
TES_00328,BANK_0002,2024-05-18,PAGO_LOGISTICA,log_viajes,VIA_00153,-351.52
TES_00329,BANK_0002,2024-06-01,PAGO_LOGISTICA,log_viajes,VIA_00154,-249.85
TES_00330,BANK_0002,2024-05-19,PAGO_LOGISTICA,log_viajes,VIA_00155,-321.77
TES_00331,BANK_0002,2024-05-23,PAGO_LOGISTICA,log_viajes,VIA_00156,-241.19
TES_00332,BANK_0002,2024-05-23,PAGO_LOGISTICA,log_viajes,VIA_00157,-300.43
TES_00333,BANK_0002,2024-06-26,PAGO_LOGISTICA,log_viajes,VIA_00158,-390.33
TES_00334,BANK_0002,2024-06-28,PAGO_LOGISTICA,log_viajes,VIA_00159,-390.92
TES_00335,BANK_0002,2024-06-23,PAGO_LOGISTICA,log_viajes,VIA_00160,-390.22
TES_00336,BANK_0002,2024-06-27,PAGO_LOGISTICA,log_viajes,VIA_00161,-251.14
TES_00337,BANK_0002,2024-06-24,PAGO_LOGISTICA,log_viajes,VIA_00162,-397.11
TES_00338,BANK_0002,2024-06-22,PAGO_LOGISTICA,log_viajes,VIA_00163,-397.19
TES_00339,BANK_0002,2024-06-17,PAGO_LOGISTICA,log_viajes,VIA_00164,-261.21
TES_00340,BANK_0002,2024-06-18,PAGO_LOGISTICA,log_viajes,VIA_00165,-342.82
TES_00341,BANK_0002,2024-06-22,PAGO_LOGISTICA,log_viajes,VIA_00166,-312.87
TES_00342,BANK_0002,2024-06-15,PAGO_LOGISTICA,log_viajes,VIA_00167,-272.7
TES_00343,BANK_0002,2024-06-20,PAGO_LOGISTICA,log_viajes,VIA_00168,-260.73
TES_00344,BANK_0002,2024-06-22,PAGO_LOGISTICA,log_viajes,VIA_00169,-378.64
TES_00345,BANK_0002,2024-06-22,PAGO_LOGISTICA,log_viajes,VIA_00170,-326.97
TES_00346,BANK_0002,2024-06-27,PAGO_LOGISTICA,log_viajes,VIA_00171,-397.0
TES_00347,BANK_0002,2024-07-01,PAGO_LOGISTICA,log_viajes,VIA_00172,-305.52
TES_00348,BANK_0002,2024-09-07,PAGO_LOGISTICA,log_viajes,VIA_00173,-319.52
TES_00349,BANK_0002,2024-08-26,PAGO_LOGISTICA,log_viajes,VIA_00174,-360.63
TES_00350,BANK_0002,2024-09-01,PAGO_LOGISTICA,log_viajes,VIA_00175,-379.71
TES_00351,BANK_0002,2024-09-07,PAGO_LOGISTICA,log_viajes,VIA_00176,-378.51
TES_00352,BANK_0002,2024-09-04,PAGO_LOGISTICA,log_viajes,VIA_00177,-343.06
TES_00353,BANK_0002,2024-09-01,PAGO_LOGISTICA,log_viajes,VIA_00178,-288.17
TES_00354,BANK_0002,2024-09-02,PAGO_LOGISTICA,log_viajes,VIA_00179,-399.14
TES_00355,BANK_0002,2024-09-01,PAGO_LOGISTICA,log_viajes,VIA_00180,-262.39
TES_00356,BANK_0002,2024-09-03,PAGO_LOGISTICA,log_viajes,VIA_00181,-300.62
TES_00357,BANK_0002,2024-08-29,PAGO_LOGISTICA,log_viajes,VIA_00182,-321.25
TES_00358,BANK_0002,2024-09-03,PAGO_LOGISTICA,log_viajes,VIA_00183,-292.32
TES_00359,BANK_0002,2024-08-29,PAGO_LOGISTICA,log_viajes,VIA_00184,-377.6
TES_00360,BANK_0002,2024-09-05,PAGO_LOGISTICA,log_viajes,VIA_00185,-377.14
TES_00361,BANK_0002,2024-09-08,PAGO_LOGISTICA,log_viajes,VIA_00186,-393.92
TES_00362,BANK_0002,2024-07-11,PAGO_LOGISTICA,log_viajes,VIA_00187,-323.02
TES_00363,BANK_0002,2024-07-08,PAGO_LOGISTICA,log_viajes,VIA_00188,-271.87
TES_00364,BANK_0002,2024-07-18,PAGO_LOGISTICA,log_viajes,VIA_00189,-255.87
TES_00365,BANK_0002,2024-07-13,PAGO_LOGISTICA,log_viajes,VIA_00190,-269.91
TES_00366,BANK_0002,2024-07-09,PAGO_LOGISTICA,log_viajes,VIA_00191,-311.64
TES_00367,BANK_0002,2024-07-03,PAGO_LOGISTICA,log_viajes,VIA_00192,-291.16
TES_00368,BANK_0002,2024-07-02,PAGO_LOGISTICA,log_viajes,VIA_00193,-342.04
TES_00369,BANK_0002,2024-07-05,PAGO_LOGISTICA,log_viajes,VIA_00194,-347.65
TES_00370,BANK_0002,2024-07-06,PAGO_LOGISTICA,log_viajes,VIA_00195,-250.76
TES_00371,BANK_0002,2024-07-14,PAGO_LOGISTICA,log_viajes,VIA_00196,-318.05
TES_00372,BANK_0002,2024-07-10,PAGO_LOGISTICA,log_viajes,VIA_00197,-371.81
TES_00373,BANK_0002,2024-07-18,PAGO_LOGISTICA,log_viajes,VIA_00198,-329.28
TES_00374,BANK_0002,2024-07-12,PAGO_LOGISTICA,log_viajes,VIA_00199,-251.99
TES_00375,BANK_0002,2024-07-15,PAGO_LOGISTICA,log_viajes,VIA_00200,-251.46
TES_00376,BANK_0002,2024-07-09,PAGO_LOGISTICA,log_viajes,VIA_00201,-295.65
TES_00377,BANK_0002,2024-07-06,PAGO_LOGISTICA,log_viajes,VIA_00202,-202.7
TES_00378,BANK_0002,2024-07-12,PAGO_LOGISTICA,log_viajes,VIA_00203,-293.33
TES_00379,BANK_0002,2024-06-21,PAGO_LOGISTICA,log_viajes,VIA_00210,-318.07
TES_00380,BANK_0002,2024-06-18,PAGO_LOGISTICA,log_viajes,VIA_00211,-215.01
TES_00381,BANK_0002,2024-06-23,PAGO_LOGISTICA,log_viajes,VIA_00212,-314.1
TES_00382,BANK_0002,2024-06-25,PAGO_LOGISTICA,log_viajes,VIA_00213,-260.4
TES_00383,BANK_0002,2024-07-31,PAGO_LOGISTICA,log_viajes,VIA_00214,-305.26
TES_00384,BANK_0002,2024-08-05,PAGO_LOGISTICA,log_viajes,VIA_00215,-270.49
TES_00385,BANK_0002,2024-08-10,PAGO_LOGISTICA,log_viajes,VIA_00216,-356.23
TES_00386,BANK_0002,2024-07-30,PAGO_LOGISTICA,log_viajes,VIA_00217,-273.44
TES_00387,BANK_0002,2025-06-22,PAGO_LOGISTICA,log_viajes,VIA_00223,-300.81
TES_00388,BANK_0002,2025-06-24,PAGO_LOGISTICA,log_viajes,VIA_00224,-318.64
TES_00389,BANK_0002,2025-07-01,PAGO_LOGISTICA,log_viajes,VIA_00225,-377.14
TES_00390,BANK_0002,2025-06-21,PAGO_LOGISTICA,log_viajes,VIA_00226,-280.35
TES_00391,BANK_0002,2025-07-04,PAGO_LOGISTICA,log_viajes,VIA_00227,-299.87
TES_00392,BANK_0002,2025-06-24,PAGO_LOGISTICA,log_viajes,VIA_00228,-322.89
TES_00393,BANK_0002,2025-07-01,PAGO_LOGISTICA,log_viajes,VIA_00229,-284.08
TES_00394,BANK_0002,2025-07-01,PAGO_LOGISTICA,log_viajes,VIA_00230,-267.76
TES_00395,BANK_0002,2025-07-01,PAGO_LOGISTICA,log_viajes,VIA_00231,-389.91
TES_00396,BANK_0002,2025-07-03,PAGO_LOGISTICA,log_viajes,VIA_00232,-355.59
TES_00397,BANK_0002,2025-06-21,PAGO_LOGISTICA,log_viajes,VIA_00233,-398.39
TES_00398,BANK_0002,2025-06-27,PAGO_LOGISTICA,log_viajes,VIA_00234,-272.63
TES_00399,BANK_0002,2025-06-19,PAGO_LOGISTICA,log_viajes,VIA_00235,-328.75
TES_00400,BANK_0002,2025-06-22,PAGO_LOGISTICA,log_viajes,VIA_00236,-340.85
TES_00401,BANK_0002,2025-06-17,PAGO_LOGISTICA,log_viajes,VIA_00237,-388.51
TES_00402,BANK_0002,2025-06-28,PAGO_LOGISTICA,log_viajes,VIA_00238,-253.94
TES_00403,BANK_0002,2025-06-05,PAGO_LOGISTICA,log_viajes,VIA_00239,-284.94
TES_00404,BANK_0002,2025-06-06,PAGO_LOGISTICA,log_viajes,VIA_00240,-285.75
TES_00405,BANK_0002,2025-05-27,PAGO_LOGISTICA,log_viajes,VIA_00241,-300.56
TES_00406,BANK_0002,2025-05-30,PAGO_LOGISTICA,log_viajes,VIA_00242,-294.65
TES_00407,BANK_0002,2025-06-06,PAGO_LOGISTICA,log_viajes,VIA_00243,-257.46
TES_00408,BANK_0002,2025-06-08,PAGO_LOGISTICA,log_viajes,VIA_00244,-274.23
TES_00409,BANK_0002,2025-06-09,PAGO_LOGISTICA,log_viajes,VIA_00245,-391.87
TES_00410,BANK_0002,2025-05-27,PAGO_LOGISTICA,log_viajes,VIA_00246,-319.29
TES_00411,BANK_0002,2025-05-31,PAGO_LOGISTICA,log_viajes,VIA_00247,-291.0
TES_00412,BANK_0002,2025-05-26,PAGO_LOGISTICA,log_viajes,VIA_00248,-358.15
TES_00413,BANK_0002,2025-06-07,PAGO_LOGISTICA,log_viajes,VIA_00249,-377.65
TES_00414,BANK_0002,2025-05-28,PAGO_LOGISTICA,log_viajes,VIA_00250,-358.47
TES_00415,BANK_0002,2025-06-07,PAGO_LOGISTICA,log_viajes,VIA_00251,-290.09
TES_00416,BANK_0002,2025-05-28,PAGO_LOGISTICA,log_viajes,VIA_00252,-258.15
TES_00417,BANK_0002,2025-05-25,PAGO_LOGISTICA,log_viajes,VIA_00253,-358.95
TES_00418,BANK_0002,2025-06-08,PAGO_LOGISTICA,log_viajes,VIA_00254,-341.96
TES_00419,BANK_0002,2025-06-02,PAGO_LOGISTICA,log_viajes,VIA_00255,-358.96
TES_00420,BANK_0002,2025-06-02,PAGO_LOGISTICA,log_viajes,VIA_00256,-333.94
TES_00421,BANK_0002,2025-06-05,PAGO_LOGISTICA,log_viajes,VIA_00257,-258.68
TES_00422,BANK_0002,2025-05-30,PAGO_LOGISTICA,log_viajes,VIA_00258,-305.86
TES_00423,BANK_0002,2025-06-05,PAGO_LOGISTICA,log_viajes,VIA_00259,-310.94
TES_00424,BANK_0002,2025-07-09,PAGO_LOGISTICA,log_viajes,VIA_00260,-371.79
TES_00425,BANK_0002,2025-07-06,PAGO_LOGISTICA,log_viajes,VIA_00261,-373.91
TES_00426,BANK_0002,2025-07-08,PAGO_LOGISTICA,log_viajes,VIA_00262,-290.28
TES_00427,BANK_0002,2025-07-03,PAGO_LOGISTICA,log_viajes,VIA_00263,-303.57
TES_00428,BANK_0002,2025-07-07,PAGO_LOGISTICA,log_viajes,VIA_00264,-316.12
TES_00429,BANK_0002,2025-07-12,PAGO_LOGISTICA,log_viajes,VIA_00265,-293.84
TES_00430,BANK_0002,2025-07-05,PAGO_LOGISTICA,log_viajes,VIA_00266,-302.93
TES_00431,BANK_0002,2025-07-05,PAGO_LOGISTICA,log_viajes,VIA_00267,-279.77
TES_00432,BANK_0002,2025-07-14,PAGO_LOGISTICA,log_viajes,VIA_00268,-357.8
TES_00433,BANK_0002,2025-07-10,PAGO_LOGISTICA,log_viajes,VIA_00269,-365.69
TES_00434,BANK_0002,2025-07-04,PAGO_LOGISTICA,log_viajes,VIA_00270,-319.63
TES_00435,BANK_0002,2025-07-14,PAGO_LOGISTICA,log_viajes,VIA_00271,-362.75
TES_00436,BANK_0002,2025-07-16,PAGO_LOGISTICA,log_viajes,VIA_00272,-280.76
TES_00437,BANK_0002,2025-07-03,PAGO_LOGISTICA,log_viajes,VIA_00273,-258.85
TES_00438,BANK_0002,2025-07-06,PAGO_LOGISTICA,log_viajes,VIA_00274,-348.39
TES_00439,BANK_0002,2025-07-08,PAGO_LOGISTICA,log_viajes,VIA_00275,-330.18
TES_00440,BANK_0002,2025-07-15,PAGO_LOGISTICA,log_viajes,VIA_00276,-251.81
TES_00441,BANK_0002,2025-07-04,PAGO_LOGISTICA,log_viajes,VIA_00277,-280.04
TES_00442,BANK_0002,2025-07-16,PAGO_LOGISTICA,log_viajes,VIA_00278,-259.37
TES_00443,BANK_0002,2025-07-08,PAGO_LOGISTICA,log_viajes,VIA_00279,-374.06
TES_00444,BANK_0002,2025-07-04,PAGO_LOGISTICA,log_viajes,VIA_00280,-289.6
TES_00445,BANK_0002,2025-09-05,PAGO_LOGISTICA,log_viajes,VIA_00281,-299.13
TES_00446,BANK_0002,2025-08-24,PAGO_LOGISTICA,log_viajes,VIA_00282,-250.43
TES_00447,BANK_0002,2025-08-24,PAGO_LOGISTICA,log_viajes,VIA_00283,-300.96
TES_00448,BANK_0002,2025-09-08,PAGO_LOGISTICA,log_viajes,VIA_00284,-304.84
TES_00449,BANK_0002,2025-08-31,PAGO_LOGISTICA,log_viajes,VIA_00285,-248.07
TES_00450,BANK_0002,2025-08-30,PAGO_LOGISTICA,log_viajes,VIA_00286,-369.2
TES_00451,BANK_0002,2025-09-02,PAGO_LOGISTICA,log_viajes,VIA_00287,-280.72
TES_00452,BANK_0002,2025-09-02,PAGO_LOGISTICA,log_viajes,VIA_00288,-300.54
TES_00453,BANK_0002,2025-09-02,PAGO_LOGISTICA,log_viajes,VIA_00289,-262.78
TES_00454,BANK_0002,2025-08-22,PAGO_LOGISTICA,log_viajes,VIA_00290,-271.89
TES_00455,BANK_0002,2025-09-01,PAGO_LOGISTICA,log_viajes,VIA_00291,-245.1
TES_00456,BANK_0002,2025-08-26,PAGO_LOGISTICA,log_viajes,VIA_00292,-329.5
TES_00457,BANK_0002,2025-09-04,PAGO_LOGISTICA,log_viajes,VIA_00293,-329.75
TES_00458,BANK_0002,2025-08-31,PAGO_LOGISTICA,log_viajes,VIA_00294,-372.1
TES_00459,BANK_0002,2025-06-12,PAGO_LOGISTICA,log_viajes,VIA_00342,-354.39
TES_00460,BANK_0002,2025-06-26,PAGO_LOGISTICA,log_viajes,VIA_00343,-305.6
TES_00461,BANK_0002,2025-06-14,PAGO_LOGISTICA,log_viajes,VIA_00344,-259.83
TES_00462,BANK_0002,2025-06-15,PAGO_LOGISTICA,log_viajes,VIA_00345,-259.83
TES_00463,BANK_0002,2025-06-25,PAGO_LOGISTICA,log_viajes,VIA_00346,-293.19
TES_00464,BANK_0002,2025-06-24,PAGO_LOGISTICA,log_viajes,VIA_00347,-259.42
TES_00465,BANK_0002,2025-06-24,PAGO_LOGISTICA,log_viajes,VIA_00348,-376.59
TES_00466,BANK_0002,2025-06-22,PAGO_LOGISTICA,log_viajes,VIA_00349,-252.92
TES_00467,BANK_0002,2025-06-26,PAGO_LOGISTICA,log_viajes,VIA_00350,-379.35
TES_00468,BANK_0002,2025-06-12,PAGO_LOGISTICA,log_viajes,VIA_00351,-332.83
TES_00469,BANK_0002,2025-06-21,PAGO_LOGISTICA,log_viajes,VIA_00352,-370.5
TES_00470,BANK_0002,2025-07-12,PAGO_LOGISTICA,log_viajes,VIA_00353,-260.09
TES_00471,BANK_0002,2025-07-14,PAGO_LOGISTICA,log_viajes,VIA_00354,-245.76
TES_00472,BANK_0002,2025-07-11,PAGO_LOGISTICA,log_viajes,VIA_00355,-367.27
TES_00473,BANK_0002,2025-07-11,PAGO_LOGISTICA,log_viajes,VIA_00356,-337.99
TES_00474,BANK_0002,2025-07-14,PAGO_LOGISTICA,log_viajes,VIA_00357,-299.17
TES_00475,BANK_0002,2025-07-22,PAGO_LOGISTICA,log_viajes,VIA_00358,-314.14
TES_00476,BANK_0002,2025-07-17,PAGO_LOGISTICA,log_viajes,VIA_00359,-285.82
TES_00477,BANK_0002,2025-07-12,PAGO_LOGISTICA,log_viajes,VIA_00360,-274.75
TES_00478,BANK_0002,2025-09-25,PAGO_LOGISTICA,log_viajes,VIA_00361,-369.75
TES_00479,BANK_0002,2025-09-27,PAGO_LOGISTICA,log_viajes,VIA_00362,-260.92
TES_00480,BANK_0002,2025-09-22,PAGO_LOGISTICA,log_viajes,VIA_00363,-366.15
TES_00481,BANK_0002,2025-09-27,PAGO_LOGISTICA,log_viajes,VIA_00364,-263.4
TES_00482,BANK_0002,2025-09-29,PAGO_LOGISTICA,log_viajes,VIA_00365,-248.16
TES_00483,BANK_0002,2025-09-22,PAGO_LOGISTICA,log_viajes,VIA_00366,-386.71
TES_00484,BANK_0002,2025-09-27,PAGO_LOGISTICA,log_viajes,VIA_00367,-351.47
TES_00485,BANK_0002,2025-09-30,PAGO_LOGISTICA,log_viajes,VIA_00368,-328.48
TES_00486,BANK_0002,2025-09-27,PAGO_LOGISTICA,log_viajes,VIA_00369,-294.15
TES_00487,BANK_0002,2025-05-09,PAGO_LOGISTICA,log_viajes,VIA_00370,-288.34
TES_00488,BANK_0002,2025-05-13,PAGO_LOGISTICA,log_viajes,VIA_00371,-267.99
TES_00489,BANK_0002,2025-05-18,PAGO_LOGISTICA,log_viajes,VIA_00372,-339.92
TES_00490,BANK_0002,2025-05-08,PAGO_LOGISTICA,log_viajes,VIA_00373,-363.77
TES_00491,BANK_0002,2025-05-14,PAGO_LOGISTICA,log_viajes,VIA_00374,-371.79
TES_00492,BANK_0002,2025-05-15,PAGO_LOGISTICA,log_viajes,VIA_00375,-333.75
TES_00493,BANK_0002,2025-05-09,PAGO_LOGISTICA,log_viajes,VIA_00376,-299.33
TES_00494,BANK_0002,2025-05-11,PAGO_LOGISTICA,log_viajes,VIA_00377,-352.93
TES_00495,BANK_0002,2025-05-20,PAGO_LOGISTICA,log_viajes,VIA_00378,-312.59
TES_00496,BANK_0002,2025-05-11,PAGO_LOGISTICA,log_viajes,VIA_00379,-323.28
TES_00497,BANK_0002,2025-05-14,PAGO_LOGISTICA,log_viajes,VIA_00380,-285.16
TES_00498,BANK_0002,2025-05-07,PAGO_LOGISTICA,log_viajes,VIA_00381,-259.38
TES_00499,BANK_0002,2025-05-20,PAGO_LOGISTICA,log_viajes,VIA_00382,-267.97
TES_00500,BANK_0002,2025-05-14,PAGO_LOGISTICA,log_viajes,VIA_00383,-365.63
TES_00501,BANK_0002,2025-05-16,PAGO_LOGISTICA,log_viajes,VIA_00384,-386.18
TES_00502,BANK_0002,2025-05-15,PAGO_LOGISTICA,log_viajes,VIA_00385,-259.57
TES_00503,BANK_0002,2025-05-11,PAGO_LOGISTICA,log_viajes,VIA_00386,-345.28
TES_00504,BANK_0002,2025-05-10,PAGO_LOGISTICA,log_viajes,VIA_00387,-375.2
TES_00505,BANK_0002,2025-05-16,PAGO_LOGISTICA,log_viajes,VIA_00388,-338.36
TES_00506,BANK_0002,2025-05-18,PAGO_LOGISTICA,log_viajes,VIA_00389,-355.27
TES_00507,BANK_0002,2025-05-07,PAGO_LOGISTICA,log_viajes,VIA_00390,-338.56
TES_00508,BANK_0002,2025-08-16,PAGO_LOGISTICA,log_viajes,VIA_00391,-362.39
TES_00509,BANK_0002,2025-08-16,PAGO_LOGISTICA,log_viajes,VIA_00392,-272.15
TES_00510,BANK_0002,2025-08-03,PAGO_LOGISTICA,log_viajes,VIA_00393,-329.57
TES_00511,BANK_0002,2025-08-03,PAGO_LOGISTICA,log_viajes,VIA_00394,-334.44
TES_00512,BANK_0002,2025-08-14,PAGO_LOGISTICA,log_viajes,VIA_00395,-309.1
TES_00513,BANK_0002,2025-08-16,PAGO_LOGISTICA,log_viajes,VIA_00396,-336.5
TES_00514,BANK_0002,2025-08-08,PAGO_LOGISTICA,log_viajes,VIA_00397,-356.95
TES_00515,BANK_0002,2025-08-13,PAGO_LOGISTICA,log_viajes,VIA_00398,-367.56
TES_00516,BANK_0002,2025-08-18,PAGO_LOGISTICA,log_viajes,VIA_00399,-329.28
TES_00517,BANK_0002,2025-08-07,PAGO_LOGISTICA,log_viajes,VIA_00400,-263.19
TES_00518,BANK_0002,2025-08-06,PAGO_LOGISTICA,log_viajes,VIA_00401,-327.75
TES_00519,BANK_0002,2025-08-18,PAGO_LOGISTICA,log_viajes,VIA_00402,-350.72
TES_00520,BANK_0002,2025-08-06,PAGO_LOGISTICA,log_viajes,VIA_00403,-337.57
TES_00521,BANK_0002,2025-08-11,PAGO_LOGISTICA,log_viajes,VIA_00404,-359.04
TES_00522,BANK_0002,2025-08-10,PAGO_LOGISTICA,log_viajes,VIA_00405,-337.75
TES_00523,BANK_0002,2025-08-11,PAGO_LOGISTICA,log_viajes,VIA_00406,-299.15
TES_00524,BANK_0002,2025-08-06,PAGO_LOGISTICA,log_viajes,VIA_00407,-378.75
TES_00525,BANK_0002,2025-08-13,PAGO_LOGISTICA,log_viajes,VIA_00408,-326.59
TES_00526,BANK_0002,2025-08-14,PAGO_LOGISTICA,log_viajes,VIA_00409,-255.49
TES_00527,BANK_0002,2025-08-05,PAGO_LOGISTICA,log_viajes,VIA_00410,-277.1
TES_00528,BANK_0002,2025-08-10,PAGO_LOGISTICA,log_viajes,VIA_00411,-390.87
TES_00529,BANK_0002,2025-08-03,PAGO_LOGISTICA,log_viajes,VIA_00412,-283.43
TES_00530,BANK_0002,2025-08-05,PAGO_LOGISTICA,log_viajes,VIA_00413,-299.1
TES_00531,BANK_0002,2025-08-19,PAGO_LOGISTICA,log_viajes,VIA_00414,-305.92
TES_00532,BANK_0002,2025-08-11,PAGO_LOGISTICA,log_viajes,VIA_00415,-369.45
TES_00533,BANK_0002,2025-08-13,PAGO_LOGISTICA,log_viajes,VIA_00416,-340.05
TES_00534,BANK_0002,2025-08-17,PAGO_LOGISTICA,log_viajes,VIA_00417,-308.77
