asiento_id,empresa_id,entry_date,entry_type,source_table,source_id
ASI_000293,EMP_0001,2023-09-02,PAGO_PROVEEDOR,fin_pagos,PAG_00007
ASI_000294,EMP_0001,2023-09-11,PAGO_PROVEEDOR,fin_pagos,PAG_00008
ASI_000295,EMP_0001,2023-10-16,PAGO_PROVEEDOR,fin_pagos,PAG_00009
ASI_000296,EMP_0001,2024-08-08,PAGO_PROVEEDOR,fin_pagos,PAG_00010
ASI_000297,EMP_0001,2023-12-11,PAGO_PROVEEDOR,fin_pagos,PAG_00011
ASI_000298,EMP_0001,2023-12-31,PAGO_PROVEEDOR,fin_pagos,PAG_00012
ASI_000299,EMP_0001,2024-02-17,PAGO_PROVEEDOR,fin_pagos,PAG_00013
ASI_000300,EMP_0001,2024-02-07,PAGO_PROVEEDOR,fin_pagos,PAG_00014
ASI_000301,EMP_0001,2024-01-01,PAGO_PROVEEDOR,fin_pagos,PAG_00015
ASI_000302,EMP_0001,2023-11-29,PAGO_PROVEEDOR,fin_pagos,PAG_00016
ASI_000303,EMP_0001,2024-01-08,PAGO_PROVEEDOR,fin_pagos,PAG_00017
ASI_000304,EMP_0001,2024-02-14,PAGO_PROVEEDOR,fin_pagos,PAG_00018
ASI_000305,EMP_0001,2024-01-30,PAGO_PROVEEDOR,fin_pagos,PAG_00019
ASI_000306,EMP_0001,2023-12-13,PAGO_PROVEEDOR,fin_pagos,PAG_00020
ASI_000307,EMP_0001,2023-10-07,PAGO_PROVEEDOR,fin_pagos,PAG_00021
ASI_000308,EMP_0001,2023-12-01,PAGO_PROVEEDOR,fin_pagos,PAG_00022
ASI_000309,EMP_0001,2023-12-14,PAGO_PROVEEDOR,fin_pagos,PAG_00023
ASI_000310,EMP_0001,2024-01-09,PAGO_PROVEEDOR,fin_pagos,PAG_00024
ASI_000311,EMP_0001,2024-01-16,PAGO_PROVEEDOR,fin_pagos,PAG_00025
ASI_000312,EMP_0001,2023-11-02,PAGO_PROVEEDOR,fin_pagos,PAG_00026
ASI_000313,EMP_0001,2024-07-14,PAGO_PROVEEDOR,fin_pagos,PAG_00027
ASI_000314,EMP_0001,2023-09-20,PAGO_PROVEEDOR,fin_pagos,PAG_00028
ASI_000315,EMP_0001,2023-09-12,PAGO_PROVEEDOR,fin_pagos,PAG_00029
ASI_000316,EMP_0001,2023-10-22,PAGO_PROVEEDOR,fin_pagos,PAG_00030
ASI_000317,EMP_0001,2024-07-19,PAGO_PROVEEDOR,fin_pagos,PAG_00031
ASI_000318,EMP_0001,2023-12-12,PAGO_PROVEEDOR,fin_pagos,PAG_00032
ASI_000319,EMP_0001,2024-01-11,PAGO_PROVEEDOR,fin_pagos,PAG_00033
ASI_000320,EMP_0001,2024-02-08,PAGO_PROVEEDOR,fin_pagos,PAG_00034
ASI_000321,EMP_0001,2024-02-14,PAGO_PROVEEDOR,fin_pagos,PAG_00035
ASI_000322,EMP_0001,2024-01-07,PAGO_PROVEEDOR,fin_pagos,PAG_00036
ASI_000323,EMP_0001,2023-12-21,PAGO_PROVEEDOR,fin_pagos,PAG_00037
ASI_000324,EMP_0001,2023-12-30,PAGO_PROVEEDOR,fin_pagos,PAG_00038
ASI_000325,EMP_0001,2024-02-22,PAGO_PROVEEDOR,fin_pagos,PAG_00039
ASI_000326,EMP_0001,2024-02-15,PAGO_PROVEEDOR,fin_pagos,PAG_00040
ASI_000327,EMP_0001,2023-12-22,PAGO_PROVEEDOR,fin_pagos,PAG_00041
ASI_000328,EMP_0001,2023-10-16,PAGO_PROVEEDOR,fin_pagos,PAG_00042
ASI_000329,EMP_0001,2023-12-05,PAGO_PROVEEDOR,fin_pagos,PAG_00043
ASI_000330,EMP_0001,2023-11-30,PAGO_PROVEEDOR,fin_pagos,PAG_00044
ASI_000331,EMP_0001,2023-12-28,PAGO_PROVEEDOR,fin_pagos,PAG_00045
ASI_000332,EMP_0001,2024-01-11,PAGO_PROVEEDOR,fin_pagos,PAG_00046
ASI_000333,EMP_0001,2023-10-31,PAGO_PROVEEDOR,fin_pagos,PAG_00047
ASI_000334,EMP_0001,2023-12-05,PAGO_PROVEEDOR,fin_pagos,PAG_00048
ASI_000335,EMP_0001,2024-01-19,PAGO_PROVEEDOR,fin_pagos,PAG_00049
ASI_000336,EMP_0001,2024-02-09,PAGO_PROVEEDOR,fin_pagos,PAG_00050
ASI_000337,EMP_0001,2024-01-31,PAGO_PROVEEDOR,fin_pagos,PAG_00051
ASI_000338,EMP_0001,2023-12-23,PAGO_PROVEEDOR,fin_pagos,PAG_00052
ASI_000339,EMP_0001,2023-12-11,PAGO_PROVEEDOR,fin_pagos,PAG_00053
ASI_000340,EMP_0001,2023-12-30,PAGO_PROVEEDOR,fin_pagos,PAG_00054
ASI_000341,EMP_0001,2024-02-15,PAGO_PROVEEDOR,fin_pagos,PAG_00055
ASI_000342,EMP_0001,2024-01-30,PAGO_PROVEEDOR,fin_pagos,PAG_00056
ASI_000343,EMP_0001,2024-01-08,PAGO_PROVEEDOR,fin_pagos,PAG_00057
ASI_000344,EMP_0001,2023-11-29,PAGO_PROVEEDOR,fin_pagos,PAG_00058
ASI_000345,EMP_0001,2023-12-24,PAGO_PROVEEDOR,fin_pagos,PAG_00059
ASI_000346,EMP_0001,2024-02-24,PAGO_PROVEEDOR,fin_pagos,PAG_00060
ASI_000347,EMP_0001,2024-02-11,PAGO_PROVEEDOR,fin_pagos,PAG_00061
ASI_000348,EMP_0001,2023-12-18,PAGO_PROVEEDOR,fin_pagos,PAG_00062
ASI_000349,EMP_0001,2024-12-17,PAGO_PROVEEDOR,fin_pagos,PAG_00063
ASI_000350,EMP_0001,2025-02-05,PAGO_PROVEEDOR,fin_pagos,PAG_00064
ASI_000351,EMP_0001,2025-02-04,PAGO_PROVEEDOR,fin_pagos,PAG_00065
ASI_000352,EMP_0001,2025-02-09,PAGO_PROVEEDOR,fin_pagos,PAG_00066
ASI_000353,EMP_0001,2024-12-29,PAGO_PROVEEDOR,fin_pagos,PAG_00067
ASI_000354,EMP_0001,2024-09-26,PAGO_PROVEEDOR,fin_pagos,PAG_00068
ASI_000355,EMP_0001,2024-12-10,PAGO_PROVEEDOR,fin_pagos,PAG_00069
ASI_000356,EMP_0001,2024-11-27,PAGO_PROVEEDOR,fin_pagos,PAG_00070
ASI_000357,EMP_0001,2025-01-18,PAGO_PROVEEDOR,fin_pagos,PAG_00071
ASI_000358,EMP_0001,2025-01-17,PAGO_PROVEEDOR,fin_pagos,PAG_00072
ASI_000359,EMP_0001,2024-10-27,PAGO_PROVEEDOR,fin_pagos,PAG_00073
ASI_000360,EMP_0001,2024-10-07,PAGO_PROVEEDOR,fin_pagos,PAG_00074
ASI_000361,EMP_0001,2024-12-30,PAGO_PROVEEDOR,fin_pagos,PAG_00075
ASI_000362,EMP_0001,2024-12-08,PAGO_PROVEEDOR,fin_pagos,PAG_00076
ASI_000363,EMP_0001,2025-01-18,PAGO_PROVEEDOR,fin_pagos,PAG_00077
ASI_000364,EMP_0001,2025-01-26,PAGO_PROVEEDOR,fin_pagos,PAG_00078
ASI_000365,EMP_0001,2024-10-16,PAGO_PROVEEDOR,fin_pagos,PAG_00079
ASI_000366,EMP_0001,2025-08-11,PAGO_PROVEEDOR,fin_pagos,PAG_00080
ASI_000367,EMP_0001,2024-09-05,PAGO_PROVEEDOR,fin_pagos,PAG_00081
ASI_000368,EMP_0001,2024-09-08,PAGO_PROVEEDOR,fin_pagos,PAG_00082
ASI_000369,EMP_0001,2024-10-07,PAGO_PROVEEDOR,fin_pagos,PAG_00083
ASI_000370,EMP_0001,2025-08-13,PAGO_PROVEEDOR,fin_pagos,PAG_00084
ASI_000371,EMP_0001,2024-10-08,PAGO_PROVEEDOR,fin_pagos,PAG_00085
ASI_000372,EMP_0001,2024-11-29,PAGO_PROVEEDOR,fin_pagos,PAG_00086
ASI_000373,EMP_0001,2024-12-01,PAGO_PROVEEDOR,fin_pagos,PAG_00087
ASI_000374,EMP_0001,2025-02-07,PAGO_PROVEEDOR,fin_pagos,PAG_00088
ASI_000375,EMP_0001,2025-01-01,PAGO_PROVEEDOR,fin_pagos,PAG_00089
ASI_000376,EMP_0001,2024-10-28,PAGO_PROVEEDOR,fin_pagos,PAG_00090
ASI_000377,EMP_0001,2024-10-07,PAGO_PROVEEDOR,fin_pagos,PAG_00091
ASI_000378,EMP_0001,2024-12-04,PAGO_PROVEEDOR,fin_pagos,PAG_00092
ASI_000379,EMP_0001,2025-01-16,PAGO_PROVEEDOR,fin_pagos,PAG_00093
ASI_000380,EMP_0001,2025-01-04,PAGO_PROVEEDOR,fin_pagos,PAG_00094
ASI_000381,EMP_0001,2025-01-21,PAGO_PROVEEDOR,fin_pagos,PAG_00095
ASI_000382,EMP_0001,2024-11-01,PAGO_PROVEEDOR,fin_pagos,PAG_00096
ASI_000383,EMP_0001,2024-12-01,PAGO_PROVEEDOR,fin_pagos,PAG_00097
ASI_000384,EMP_0001,2025-02-14,PAGO_PROVEEDOR,fin_pagos,PAG_00098
ASI_000385,EMP_0001,2025-02-17,PAGO_PROVEEDOR,fin_pagos,PAG_00099
ASI_000386,EMP_0001,2025-03-06,PAGO_PROVEEDOR,fin_pagos,PAG_00100
ASI_000387,EMP_0001,2024-12-11,PAGO_PROVEEDOR,fin_pagos,PAG_00101
ASI_000388,EMP_0001,2024-12-13,PAGO_PROVEEDOR,fin_pagos,PAG_00102
ASI_000389,EMP_0001,2025-01-25,PAGO_PROVEEDOR,fin_pagos,PAG_00103
ASI_000390,EMP_0001,2025-02-19,PAGO_PROVEEDOR,fin_pagos,PAG_00104
ASI_000391,EMP_0001,2025-02-20,PAGO_PROVEEDOR,fin_pagos,PAG_00105
ASI_000392,EMP_0001,2025-01-03,PAGO_PROVEEDOR,fin_pagos,PAG_00106
ASI_000393,EMP_0001,2025-08-07,PAGO_PROVEEDOR,fin_pagos,PAG_00107
ASI_000394,EMP_0001,2024-09-14,PAGO_PROVEEDOR,fin_pagos,PAG_00108
ASI_000395,EMP_0001,2024-09-10,PAGO_PROVEEDOR,fin_pagos,PAG_00109
ASI_000396,EMP_0001,2024-10-05,PAGO_PROVEEDOR,fin_pagos,PAG_00110
ASI_000397,EMP_0001,2025-08-15,PAGO_PROVEEDOR,fin_pagos,PAG_00111
ASI_000398,EMP_0001,2024-10-04,PAGO_PROVEEDOR,fin_pagos,PAG_00112
ASI_000399,EMP_0001,2024-12-11,PAGO_PROVEEDOR,fin_pagos,PAG_00113
ASI_000400,EMP_0001,2024-12-09,PAGO_PROVEEDOR,fin_pagos,PAG_00114
ASI_000401,EMP_0001,2025-01-19,PAGO_PROVEEDOR,fin_pagos,PAG_00115
ASI_000402,EMP_0001,2025-02-11,PAGO_PROVEEDOR,fin_pagos,PAG_00116
ASI_000403,EMP_0001,2024-11-04,PAGO_PROVEEDOR,fin_pagos,PAG_00117
ASI_000404,EMP_0001,2024-12-12,PAGO_PROVEEDOR,fin_pagos,PAG_00118
ASI_000405,EMP_0001,2025-01-28,PAGO_PROVEEDOR,fin_pagos,PAG_00119
ASI_000406,EMP_0001,2025-02-26,PAGO_PROVEEDOR,fin_pagos,PAG_00120
ASI_000407,EMP_0001,2025-03-10,PAGO_PROVEEDOR,fin_pagos,PAG_00121
ASI_000408,EMP_0001,2024-12-19,PAGO_PROVEEDOR,fin_pagos,PAG_00122
ASI_000409,EMP_0001,2024-10-18,PAGO_PROVEEDOR,fin_pagos,PAG_00123
ASI_000410,EMP_0001,2024-12-13,PAGO_PROVEEDOR,fin_pagos,PAG_00124
ASI_000411,EMP_0001,2025-01-07,PAGO_PROVEEDOR,fin_pagos,PAG_00125
ASI_000412,EMP_0001,2025-01-21,PAGO_PROVEEDOR,fin_pagos,PAG_00126
ASI_000413,EMP_0001,2025-01-17,PAGO_PROVEEDOR,fin_pagos,PAG_00127
ASI_000414,EMP_0001,2024-10-22,PAGO_PROVEEDOR,fin_pagos,PAG_00128
ASI_000415,EMP_0001,2023-09-17,PAGO_PROVEEDOR,fin_pagos,PAG_00129
ASI_000416,EMP_0001,2023-10-02,PAGO_PROVEEDOR,fin_pagos,PAG_00130
ASI_000417,EMP_0001,2023-10-02,PAGO_PROVEEDOR,fin_pagos,PAG_00131
ASI_000418,EMP_0001,2024-10-06,PAGO_PROVEEDOR,fin_pagos,PAG_00132
ASI_000419,EMP_0001,2024-09-11,PAGO_PROVEEDOR,fin_pagos,PAG_00133
ASI_000420,EMP_0001,2024-09-20,PAGO_PROVEEDOR,fin_pagos,PAG_00134
ASI_000421,EMP_0001,2025-09-30,PAGO_PROVEEDOR,fin_pagos,PAG_00135
ASI_000422,EMP_0001,2025-09-08,PAGO_PROVEEDOR,fin_pagos,PAG_00136
ASI_000423,EMP_0001,2025-11-13,PAGO_PROVEEDOR,fin_pagos,PAG_00137
ASI_000424,EMP_0001,2025-10-22,PAGO_PROVEEDOR,fin_pagos,PAG_00138
ASI_000425,EMP_0001,2025-10-31,PAGO_PROVEEDOR,fin_pagos,PAG_00139
ASI_000426,EMP_0001,2025-11-03,PAGO_PROVEEDOR,fin_pagos,PAG_00140
ASI_000427,EMP_0001,2025-12-17,PAGO_PROVEEDOR,fin_pagos,PAG_00141
ASI_000428,EMP_0001,2025-11-25,PAGO_PROVEEDOR,fin_pagos,PAG_00142
ASI_000429,EMP_0001,2025-12-29,PAGO_PROVEEDOR,fin_pagos,PAG_00143
ASI_000430,EMP_0001,2025-12-08,PAGO_PROVEEDOR,fin_pagos,PAG_00144
ASI_000431,EMP_0001,2025-12-10,PAGO_PROVEEDOR,fin_pagos,PAG_00145
ASI_000432,EMP_0001,2025-12-11,PAGO_PROVEEDOR,fin_pagos,PAG_00146
ASI_000433,EMP_0001,2026-02-16,PAGO_PROVEEDOR,fin_pagos,PAG_00147
ASI_000434,EMP_0001,2026-01-21,PAGO_PROVEEDOR,fin_pagos,PAG_00148
ASI_000435,EMP_0001,2023-07-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000001
ASI_000436,EMP_0001,2023-07-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000002
ASI_000437,EMP_0001,2023-07-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000003
ASI_000438,EMP_0001,2023-07-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000004
ASI_000439,EMP_0001,2023-07-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000005
ASI_000440,EMP_0001,2023-07-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000006
ASI_000441,EMP_0001,2023-07-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000007
ASI_000442,EMP_0001,2023-07-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000008
ASI_000443,EMP_0001,2023-07-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000009
ASI_000444,EMP_0001,2023-07-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000010
ASI_000445,EMP_0001,2023-07-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000011
ASI_000446,EMP_0001,2023-07-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000012
ASI_000447,EMP_0001,2023-07-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000013
ASI_000448,EMP_0001,2023-07-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000014
ASI_000449,EMP_0001,2023-07-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000015
ASI_000450,EMP_0001,2023-07-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000016
ASI_000451,EMP_0001,2023-07-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000017
ASI_000452,EMP_0001,2023-07-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000018
ASI_000453,EMP_0001,2023-07-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000019
ASI_000454,EMP_0001,2023-07-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000020
ASI_000455,EMP_0001,2023-07-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000021
ASI_000456,EMP_0001,2023-07-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000022
ASI_000457,EMP_0001,2023-07-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000023
ASI_000458,EMP_0001,2023-07-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000024
ASI_000459,EMP_0001,2023-08-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000025
ASI_000460,EMP_0001,2023-08-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000026
ASI_000461,EMP_0001,2023-08-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000027
ASI_000462,EMP_0001,2023-08-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000028
ASI_000463,EMP_0001,2023-08-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000029
ASI_000464,EMP_0001,2023-08-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000030
ASI_000465,EMP_0001,2023-08-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000031
ASI_000466,EMP_0001,2023-08-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000032
ASI_000467,EMP_0001,2023-08-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000033
ASI_000468,EMP_0001,2023-08-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000034
ASI_000469,EMP_0001,2023-08-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000035
ASI_000470,EMP_0001,2023-08-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000036
ASI_000471,EMP_0001,2023-08-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000037
ASI_000472,EMP_0001,2023-08-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000038
ASI_000473,EMP_0001,2023-08-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000039
ASI_000474,EMP_0001,2023-08-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000040
ASI_000475,EMP_0001,2023-08-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000041
ASI_000476,EMP_0001,2023-08-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000042
ASI_000477,EMP_0001,2023-08-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000043
ASI_000478,EMP_0001,2023-08-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000044
ASI_000479,EMP_0001,2023-08-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000045
ASI_000480,EMP_0001,2023-08-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000046
ASI_000481,EMP_0001,2023-08-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000047
ASI_000482,EMP_0001,2023-08-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000048
ASI_000483,EMP_0001,2023-09-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000049
ASI_000484,EMP_0001,2023-09-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000050
ASI_000485,EMP_0001,2023-09-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000051
ASI_000486,EMP_0001,2023-09-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000052
ASI_000487,EMP_0001,2023-09-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000053
ASI_000488,EMP_0001,2023-09-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000054
ASI_000489,EMP_0001,2023-09-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000055
ASI_000490,EMP_0001,2023-09-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000056
ASI_000491,EMP_0001,2023-09-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000057
ASI_000492,EMP_0001,2023-09-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000058
ASI_000493,EMP_0001,2023-09-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000059
ASI_000494,EMP_0001,2023-09-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000060
ASI_000495,EMP_0001,2023-09-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000061
ASI_000496,EMP_0001,2023-09-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000062
ASI_000497,EMP_0001,2023-09-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000063
ASI_000498,EMP_0001,2023-09-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000064
ASI_000499,EMP_0001,2023-09-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000065
ASI_000500,EMP_0001,2023-09-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000066
ASI_000501,EMP_0001,2023-09-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000067
ASI_000502,EMP_0001,2023-09-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000068
ASI_000503,EMP_0001,2023-09-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000069
ASI_000504,EMP_0001,2023-09-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000070
ASI_000505,EMP_0001,2023-09-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000071
ASI_000506,EMP_0001,2023-09-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000072
ASI_000507,EMP_0001,2023-10-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000073
ASI_000508,EMP_0001,2023-10-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000074
ASI_000509,EMP_0001,2023-10-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000075
ASI_000510,EMP_0001,2023-10-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000076
ASI_000511,EMP_0001,2023-10-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000077
ASI_000512,EMP_0001,2023-10-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000078
ASI_000513,EMP_0001,2023-10-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000079
ASI_000514,EMP_0001,2023-10-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000080
ASI_000515,EMP_0001,2023-10-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000081
ASI_000516,EMP_0001,2023-10-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000082
ASI_000517,EMP_0001,2023-10-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000083
ASI_000518,EMP_0001,2023-10-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000084
ASI_000519,EMP_0001,2023-10-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000085
ASI_000520,EMP_0001,2023-10-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000086
ASI_000521,EMP_0001,2023-10-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000087
ASI_000522,EMP_0001,2023-10-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000088
ASI_000523,EMP_0001,2023-10-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000089
ASI_000524,EMP_0001,2023-10-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000090
ASI_000525,EMP_0001,2023-10-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000091
ASI_000526,EMP_0001,2023-10-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000092
ASI_000527,EMP_0001,2023-10-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000093
ASI_000528,EMP_0001,2023-10-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000094
ASI_000529,EMP_0001,2023-10-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000095
ASI_000530,EMP_0001,2023-10-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000096
ASI_000531,EMP_0001,2023-11-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000097
ASI_000532,EMP_0001,2023-11-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000098
ASI_000533,EMP_0001,2023-11-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000099
ASI_000534,EMP_0001,2023-11-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000100
ASI_000535,EMP_0001,2023-11-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000101
ASI_000536,EMP_0001,2023-11-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000102
ASI_000537,EMP_0001,2023-11-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000103
ASI_000538,EMP_0001,2023-11-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000104
ASI_000539,EMP_0001,2023-11-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000105
ASI_000540,EMP_0001,2023-11-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000106
ASI_000541,EMP_0001,2023-11-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000107
ASI_000542,EMP_0001,2023-11-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000108
ASI_000543,EMP_0001,2023-11-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000109
ASI_000544,EMP_0001,2023-11-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000110
ASI_000545,EMP_0001,2023-11-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000111
ASI_000546,EMP_0001,2023-11-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000112
ASI_000547,EMP_0001,2023-11-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000113
ASI_000548,EMP_0001,2023-11-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000114
ASI_000549,EMP_0001,2023-11-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000115
ASI_000550,EMP_0001,2023-11-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000116
ASI_000551,EMP_0001,2023-11-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000117
ASI_000552,EMP_0001,2023-11-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000118
ASI_000553,EMP_0001,2023-11-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000119
ASI_000554,EMP_0001,2023-11-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000120
ASI_000555,EMP_0001,2023-12-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000121
ASI_000556,EMP_0001,2023-12-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000122
ASI_000557,EMP_0001,2023-12-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000123
ASI_000558,EMP_0001,2023-12-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000124
ASI_000559,EMP_0001,2023-12-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000125
ASI_000560,EMP_0001,2023-12-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000126
ASI_000561,EMP_0001,2023-12-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000127
ASI_000562,EMP_0001,2023-12-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000128
ASI_000563,EMP_0001,2023-12-01,DEVENGO_NOMINA,rrhh_liquidaciones,LIQ_000129
