orden_trabajo_det_id,orden_trabajo_id,producto_id,quantity,unit_cost,total_cost
MOTD_00435,MOT_00218,PROD_0013,1,15.0,15.0
MOTD_00436,MOT_00218,PROD_0015,1,26.0,26.0
MOTD_00437,MOT_00219,PROD_0013,1,15.0,15.0
MOTD_00438,MOT_00219,PROD_0015,1,26.0,26.0
MOTD_00439,MOT_00220,PROD_0013,1,15.0,15.0
MOTD_00440,MOT_00220,PROD_0015,1,26.0,26.0
MOTD_00441,MOT_00221,PROD_0013,1,15.0,15.0
MOTD_00442,MOT_00221,PROD_0015,1,26.0,26.0
MOTD_00443,MOT_00222,PROD_0013,1,15.0,15.0
MOTD_00444,MOT_00222,PROD_0015,1,26.0,26.0
MOTD_00445,MOT_00223,PROD_0013,1,15.0,15.0
MOTD_00446,MOT_00223,PROD_0015,1,26.0,26.0
MOTD_00447,MOT_00224,PROD_0013,1,15.0,15.0
MOTD_00448,MOT_00224,PROD_0015,1,26.0,26.0
MOTD_00449,MOT_00225,PROD_0013,1,15.0,15.0
MOTD_00450,MOT_00225,PROD_0015,1,26.0,26.0
MOTD_00451,MOT_00226,PROD_0013,1,15.0,15.0
MOTD_00452,MOT_00226,PROD_0015,1,26.0,26.0
MOTD_00453,MOT_00227,PROD_0013,1,15.0,15.0
MOTD_00454,MOT_00227,PROD_0015,1,26.0,26.0
MOTD_00455,MOT_00228,PROD_0013,1,15.0,15.0
MOTD_00456,MOT_00228,PROD_0015,1,26.0,26.0
MOTD_00457,MOT_00229,PROD_0013,1,15.0,15.0
MOTD_00458,MOT_00229,PROD_0015,1,26.0,26.0
MOTD_00459,MOT_00230,PROD_0013,1,15.0,15.0
MOTD_00460,MOT_00230,PROD_0015,1,26.0,26.0
MOTD_00461,MOT_00231,PROD_0013,1,15.0,15.0
MOTD_00462,MOT_00231,PROD_0015,1,26.0,26.0
MOTD_00463,MOT_00232,PROD_0013,1,15.0,15.0
MOTD_00464,MOT_00232,PROD_0015,1,26.0,26.0
MOTD_00465,MOT_00233,PROD_0013,1,15.0,15.0
MOTD_00466,MOT_00233,PROD_0015,1,26.0,26.0
MOTD_00467,MOT_00234,PROD_0013,1,15.0,15.0
MOTD_00468,MOT_00234,PROD_0015,1,26.0,26.0
MOTD_00469,MOT_00235,PROD_0013,1,15.0,15.0
MOTD_00470,MOT_00235,PROD_0015,1,26.0,26.0
MOTD_00471,MOT_00236,PROD_0014,2,42.0,84.0
MOTD_00472,MOT_00236,PROD_0015,2,26.0,52.0
MOTD_00473,MOT_00237,PROD_0014,2,42.0,84.0
MOTD_00474,MOT_00237,PROD_0015,1,26.0,26.0
MOTD_00475,MOT_00238,PROD_0014,1,42.0,42.0
MOTD_00476,MOT_00238,PROD_0015,2,26.0,52.0
