movimiento_stock_id,movement_type,movement_date,product_id,deposit_id,lot_quality_id,quantity_in,quantity_out,unit_cost,movement_value_in,movement_value_out,source_table,source_id,net_quantity,net_value
MST_000169,CONSUMO_INSUMO,2023-11-22,PROD_0005,DEP_0001,,0.0,14189.0,1.2829,0.0,18203.07,erp_consumo_insumos,CONS_00026,-14189.0,-18203.07
MST_000046,COMPRA_INGRESO,2023-11-23,PROD_0010,DEP_0001,,60.25,0.0,19.4948,1174.56,0.0,erp_recepciones_compra_det,RCD_00046,60.25,1174.56
MST_000190,CONSUMO_INSUMO,2023-11-24,PROD_0005,DEP_0001,,0.0,9422.0,1.2829,0.0,12087.48,erp_consumo_insumos,CONS_00047,-9422.0,-12087.48
MST_000033,COMPRA_INGRESO,2023-11-26,PROD_0008,DEP_0001,,11685.15,0.0,0.75,8763.86,0.0,erp_recepciones_compra_det,RCD_00033,11685.15,8763.86
MST_000049,COMPRA_INGRESO,2023-11-27,PROD_0008,DEP_0001,,7091.95,0.0,0.714,5063.65,0.0,erp_recepciones_compra_det,RCD_00049,7091.95,5063.65
MST_000025,COMPRA_INGRESO,2023-12-01,PROD_0010,DEP_0001,,38.05,0.0,18.9544,721.21,0.0,erp_recepciones_compra_det,RCD_00025,38.05,721.21
MST_000454,MANTENIMIENTO_SALIDA,2023-12-03,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00137,-1.0,-15.0
MST_000455,MANTENIMIENTO_SALIDA,2023-12-03,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00138,-1.0,-26.0
MST_000578,MANTENIMIENTO_SALIDA,2023-12-05,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00261,-1.0,-15.0
MST_000579,MANTENIMIENTO_SALIDA,2023-12-05,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00262,-1.0,-26.0
MST_000516,MANTENIMIENTO_SALIDA,2023-12-06,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00199,-1.0,-15.0
MST_000517,MANTENIMIENTO_SALIDA,2023-12-06,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00200,-1.0,-26.0
MST_000145,CONSUMO_INSUMO,2023-12-07,PROD_0008,DEP_0001,,0.0,7271.0,0.7695,0.0,5595.03,erp_consumo_insumos,CONS_00002,-7271.0,-5595.03
MST_000174,CONSUMO_INSUMO,2023-12-07,PROD_0008,DEP_0001,,0.0,7612.0,0.7695,0.0,5857.43,erp_consumo_insumos,CONS_00031,-7612.0,-5857.43
MST_000328,MANTENIMIENTO_SALIDA,2023-12-07,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00011,-1.0,-15.0
MST_000329,MANTENIMIENTO_SALIDA,2023-12-07,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00012,-1.0,-26.0
MST_000019,COMPRA_INGRESO,2023-12-09,PROD_0010,DEP_0001,,46.38,0.0,17.4787,810.66,0.0,erp_recepciones_compra_det,RCD_00019,46.38,810.66
MST_000676,MANTENIMIENTO_SALIDA,2023-12-09,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00359,-1.0,-15.0
MST_000677,MANTENIMIENTO_SALIDA,2023-12-09,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00360,-1.0,-26.0
MST_000390,MANTENIMIENTO_SALIDA,2023-12-10,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00073,-1.0,-15.0
MST_000391,MANTENIMIENTO_SALIDA,2023-12-10,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00074,-1.0,-26.0
MST_000170,CONSUMO_INSUMO,2023-12-11,PROD_0008,DEP_0001,,0.0,11148.5,0.7695,0.0,8578.77,erp_consumo_insumos,CONS_00027,-11148.5,-8578.77
MST_000180,CONSUMO_INSUMO,2023-12-11,PROD_0009,DEP_0001,,0.0,332.43,6.5747,0.0,2185.63,erp_consumo_insumos,CONS_00037,-332.43,-2185.63
MST_000738,MANTENIMIENTO_SALIDA,2023-12-11,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00421,-1.0,-15.0
MST_000739,MANTENIMIENTO_SALIDA,2023-12-11,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00422,-1.0,-26.0
MST_000051,COMPRA_INGRESO,2023-12-12,PROD_0010,DEP_0001,,37.76,0.0,19.849,749.5,0.0,erp_recepciones_compra_det,RCD_00051,37.76,749.5
MST_000153,CONSUMO_INSUMO,2023-12-12,PROD_0008,DEP_0001,,0.0,5236.0,0.7695,0.0,4029.1,erp_consumo_insumos,CONS_00010,-5236.0,-4029.1
MST_000003,COMPRA_INGRESO,2023-12-15,PROD_0009,DEP_0001,,364.6,0.0,6.8785,2507.9,0.0,erp_recepciones_compra_det,RCD_00003,364.6,2507.9
MST_000253,COSECHA_INGRESO,2023-12-15,PROD_0003,DEP_0003,QLT_00006,611.87,0.0,99.41,60826.0,0.0,erp_lotes_calidad,QLT_00006,611.87,60826.0
MST_000191,CONSUMO_INSUMO,2023-12-16,PROD_0008,DEP_0001,,0.0,7403.0,0.7695,0.0,5696.61,erp_consumo_insumos,CONS_00048,-7403.0,-5696.61
MST_000018,COMPRA_INGRESO,2023-12-17,PROD_0009,DEP_0001,,417.85,0.0,6.644,2776.2,0.0,erp_recepciones_compra_det,RCD_00018,417.85,2776.2
MST_000056,COMPRA_INGRESO,2023-12-17,PROD_0010,DEP_0001,,28.73,0.0,19.1995,551.6,0.0,erp_recepciones_compra_det,RCD_00056,28.73,551.6
MST_000061,COMPRA_INGRESO,2023-12-17,PROD_0010,DEP_0001,,39.03,0.0,19.4769,760.18,0.0,erp_recepciones_compra_det,RCD_00061,39.03,760.18
MST_000249,COSECHA_INGRESO,2023-12-17,PROD_0003,DEP_0002,QLT_00002,949.22,0.0,82.72,78519.48,0.0,erp_lotes_calidad,QLT_00002,949.22,78519.48
MST_000035,COMPRA_INGRESO,2023-12-18,PROD_0010,DEP_0001,,58.62,0.0,17.4033,1020.18,0.0,erp_recepciones_compra_det,RCD_00035,58.62,1020.18
MST_000157,CONSUMO_INSUMO,2023-12-18,PROD_0008,DEP_0001,,0.0,8475.5,0.7695,0.0,6521.9,erp_consumo_insumos,CONS_00014,-8475.5,-6521.9
MST_000014,COMPRA_INGRESO,2023-12-19,PROD_0010,DEP_0001,,27.6,0.0,19.6432,542.15,0.0,erp_recepciones_compra_det,RCD_00014,27.6,542.15
MST_000050,COMPRA_INGRESO,2023-12-20,PROD_0009,DEP_0001,,350.73,0.0,6.7061,2352.03,0.0,erp_recepciones_compra_det,RCD_00050,350.73,2352.03
MST_000055,COMPRA_INGRESO,2023-12-22,PROD_0009,DEP_0001,,267.77,0.0,6.5615,1756.97,0.0,erp_recepciones_compra_det,RCD_00055,267.77,1756.97
MST_000187,CONSUMO_INSUMO,2023-12-22,PROD_0008,DEP_0001,,0.0,5461.5,0.7695,0.0,4202.62,erp_consumo_insumos,CONS_00044,-5461.5,-4202.62
MST_000163,CONSUMO_INSUMO,2023-12-23,PROD_0009,DEP_0001,,0.0,219.24,6.5747,0.0,1441.44,erp_consumo_insumos,CONS_00020,-219.24,-1441.44
MST_000183,CONSUMO_INSUMO,2023-12-23,PROD_0008,DEP_0001,,0.0,6913.5,0.7695,0.0,5319.94,erp_consumo_insumos,CONS_00040,-6913.5,-5319.94
MST_000004,COMPRA_INGRESO,2023-12-24,PROD_0010,DEP_0001,,39.51,0.0,17.9169,707.9,0.0,erp_recepciones_compra_det,RCD_00004,39.51,707.9
MST_000013,COMPRA_INGRESO,2023-12-24,PROD_0009,DEP_0001,,266.75,0.0,6.8774,1834.55,0.0,erp_recepciones_compra_det,RCD_00013,266.75,1834.55
MST_000039,COMPRA_INGRESO,2023-12-26,PROD_0009,DEP_0001,,373.75,0.0,6.2762,2345.73,0.0,erp_recepciones_compra_det,RCD_00039,373.75,2345.73
MST_000040,COMPRA_INGRESO,2023-12-26,PROD_0010,DEP_0001,,40.55,0.0,19.1984,778.5,0.0,erp_recepciones_compra_det,RCD_00040,40.55,778.5
MST_000034,COMPRA_INGRESO,2023-12-27,PROD_0009,DEP_0001,,557.3,0.0,6.7685,3772.09,0.0,erp_recepciones_compra_det,RCD_00034,557.3,3772.09
MST_000060,COMPRA_INGRESO,2023-12-31,PROD_0009,DEP_0001,,362.43,0.0,5.9206,2145.8,0.0,erp_recepciones_compra_det,RCD_00060,362.43,2145.8
MST_000146,CONSUMO_INSUMO,2024-01-03,PROD_0009,DEP_0001,,0.0,343.72,6.5747,0.0,2259.86,erp_consumo_insumos,CONS_00003,-343.72,-2259.86
MST_000181,CONSUMO_INSUMO,2024-01-04,PROD_0010,DEP_0001,,0.0,55.41,18.5745,0.0,1029.21,erp_consumo_insumos,CONS_00038,-55.41,-1029.21
MST_000518,MANTENIMIENTO_SALIDA,2024-01-04,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00201,-1.0,-15.0
MST_000519,MANTENIMIENTO_SALIDA,2024-01-04,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00202,-1.0,-26.0
MST_000580,MANTENIMIENTO_SALIDA,2024-01-05,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00263,-1.0,-15.0
MST_000581,MANTENIMIENTO_SALIDA,2024-01-05,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00264,-1.0,-26.0
MST_000740,MANTENIMIENTO_SALIDA,2024-01-05,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00423,-1.0,-15.0
MST_000741,MANTENIMIENTO_SALIDA,2024-01-05,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00424,-1.0,-26.0
MST_000636,MANTENIMIENTO_SALIDA,2024-01-07,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00319,-1.0,-15.0
MST_000637,MANTENIMIENTO_SALIDA,2024-01-07,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00320,-1.0,-26.0
MST_000281,VENTA_SALIDA,2024-01-08,PROD_0003,DEP_0003,QLT_00006,0.0,192.96,99.41,0.0,19182.15,erp_despachos_venta_det,DESPD_00010,-192.96,-19182.15
MST_000188,CONSUMO_INSUMO,2024-01-09,PROD_0009,DEP_0001,,0.0,258.18,6.5747,0.0,1697.46,erp_consumo_insumos,CONS_00045,-258.18,-1697.46
MST_000158,CONSUMO_INSUMO,2024-01-10,PROD_0009,DEP_0001,,0.0,400.66,6.5747,0.0,2634.22,erp_consumo_insumos,CONS_00015,-400.66,-2634.22
MST_000192,CONSUMO_INSUMO,2024-01-12,PROD_0009,DEP_0001,,0.0,349.96,6.5747,0.0,2300.88,erp_consumo_insumos,CONS_00049,-349.96,-2300.88
MST_000171,CONSUMO_INSUMO,2024-01-14,PROD_0009,DEP_0001,,0.0,527.02,6.5747,0.0,3465.0,erp_consumo_insumos,CONS_00028,-527.02,-3465.0
MST_000330,MANTENIMIENTO_SALIDA,2024-01-14,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00013,-1.0,-15.0
MST_000331,MANTENIMIENTO_SALIDA,2024-01-14,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00014,-1.0,-26.0
MST_000392,MANTENIMIENTO_SALIDA,2024-01-14,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00075,-1.0,-15.0
MST_000393,MANTENIMIENTO_SALIDA,2024-01-14,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00076,-1.0,-26.0
MST_000456,MANTENIMIENTO_SALIDA,2024-01-14,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00139,-1.0,-15.0
MST_000457,MANTENIMIENTO_SALIDA,2024-01-14,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00140,-1.0,-26.0
MST_000678,MANTENIMIENTO_SALIDA,2024-01-14,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00361,-1.0,-15.0
MST_000679,MANTENIMIENTO_SALIDA,2024-01-14,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00362,-1.0,-26.0
MST_000175,CONSUMO_INSUMO,2024-01-18,PROD_0009,DEP_0001,,0.0,359.84,6.5747,0.0,2365.84,erp_consumo_insumos,CONS_00032,-359.84,-2365.84
MST_000184,CONSUMO_INSUMO,2024-01-18,PROD_0009,DEP_0001,,0.0,326.82,6.5747,0.0,2148.74,erp_consumo_insumos,CONS_00041,-326.82,-2148.74
MST_000154,CONSUMO_INSUMO,2024-01-19,PROD_0009,DEP_0001,,0.0,247.52,6.5747,0.0,1627.37,erp_consumo_insumos,CONS_00011,-247.52,-1627.37
MST_000164,CONSUMO_INSUMO,2024-01-19,PROD_0010,DEP_0001,,0.0,36.54,18.5745,0.0,678.71,erp_consumo_insumos,CONS_00021,-36.54,-678.71
MST_000172,CONSUMO_INSUMO,2024-02-06,PROD_0010,DEP_0001,,0.0,56.76,18.5745,0.0,1054.29,erp_consumo_insumos,CONS_00029,-56.76,-1054.29
MST_000273,VENTA_SALIDA,2024-02-06,PROD_0003,DEP_0002,QLT_00002,0.0,222.77,82.72,0.0,18427.53,erp_despachos_venta_det,DESPD_00002,-222.77,-18427.53
MST_000520,MANTENIMIENTO_SALIDA,2024-02-06,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00203,-1.0,-15.0
MST_000521,MANTENIMIENTO_SALIDA,2024-02-06,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00204,-1.0,-26.0
MST_000394,MANTENIMIENTO_SALIDA,2024-02-07,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00077,-1.0,-15.0
MST_000395,MANTENIMIENTO_SALIDA,2024-02-07,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00078,-1.0,-26.0
MST_000680,MANTENIMIENTO_SALIDA,2024-02-08,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00363,-1.0,-15.0
MST_000681,MANTENIMIENTO_SALIDA,2024-02-08,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00364,-1.0,-26.0
MST_000159,CONSUMO_INSUMO,2024-02-09,PROD_0010,DEP_0001,,0.0,43.15,18.5745,0.0,801.49,erp_consumo_insumos,CONS_00016,-43.15,-801.49
MST_000582,MANTENIMIENTO_SALIDA,2024-02-09,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00265,-1.0,-15.0
MST_000583,MANTENIMIENTO_SALIDA,2024-02-09,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00266,-1.0,-26.0
MST_000176,CONSUMO_INSUMO,2024-02-10,PROD_0010,DEP_0001,,0.0,38.75,18.5745,0.0,719.76,erp_consumo_insumos,CONS_00033,-38.75,-719.76
MST_000332,MANTENIMIENTO_SALIDA,2024-02-10,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00015,-1.0,-15.0
MST_000333,MANTENIMIENTO_SALIDA,2024-02-10,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00016,-1.0,-26.0
MST_000458,MANTENIMIENTO_SALIDA,2024-02-10,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00141,-1.0,-15.0
MST_000459,MANTENIMIENTO_SALIDA,2024-02-10,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00142,-1.0,-26.0
MST_000742,MANTENIMIENTO_SALIDA,2024-02-12,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00425,-1.0,-15.0
MST_000743,MANTENIMIENTO_SALIDA,2024-02-12,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00426,-1.0,-26.0
MST_000147,CONSUMO_INSUMO,2024-02-14,PROD_0010,DEP_0001,,0.0,37.02,18.5745,0.0,687.63,erp_consumo_insumos,CONS_00004,-37.02,-687.63
MST_000189,CONSUMO_INSUMO,2024-02-15,PROD_0010,DEP_0001,,0.0,27.8,18.5745,0.0,516.37,erp_consumo_insumos,CONS_00046,-27.8,-516.37
MST_000155,CONSUMO_INSUMO,2024-02-16,PROD_0010,DEP_0001,,0.0,26.66,18.5745,0.0,495.2,erp_consumo_insumos,CONS_00012,-26.66,-495.2
MST_000193,CONSUMO_INSUMO,2024-02-16,PROD_0010,DEP_0001,,0.0,37.69,18.5745,0.0,700.07,erp_consumo_insumos,CONS_00050,-37.69,-700.07
MST_000185,CONSUMO_INSUMO,2024-02-22,PROD_0010,DEP_0001,,0.0,35.2,18.5745,0.0,653.82,erp_consumo_insumos,CONS_00042,-35.2,-653.82
MST_000460,MANTENIMIENTO_SALIDA,2024-03-02,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00143,-1.0,-15.0
MST_000461,MANTENIMIENTO_SALIDA,2024-03-02,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00144,-1.0,-26.0
MST_000744,MANTENIMIENTO_SALIDA,2024-03-04,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00427,-1.0,-15.0
MST_000745,MANTENIMIENTO_SALIDA,2024-03-04,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00428,-1.0,-26.0
MST_000396,MANTENIMIENTO_SALIDA,2024-03-05,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00079,-1.0,-15.0
MST_000397,MANTENIMIENTO_SALIDA,2024-03-05,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00080,-1.0,-26.0
MST_000682,MANTENIMIENTO_SALIDA,2024-03-05,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00365,-1.0,-15.0
MST_000683,MANTENIMIENTO_SALIDA,2024-03-05,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00366,-1.0,-26.0
MST_000274,VENTA_SALIDA,2024-03-06,PROD_0003,DEP_0002,QLT_00002,0.0,281.42,82.72,0.0,23279.06,erp_despachos_venta_det,DESPD_00003,-281.42,-23279.06
MST_000584,MANTENIMIENTO_SALIDA,2024-03-06,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00267,-1.0,-15.0
MST_000585,MANTENIMIENTO_SALIDA,2024-03-06,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00268,-1.0,-26.0
MST_000334,MANTENIMIENTO_SALIDA,2024-03-07,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00017,-1.0,-15.0
MST_000335,MANTENIMIENTO_SALIDA,2024-03-07,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00018,-1.0,-26.0
MST_000638,MANTENIMIENTO_SALIDA,2024-03-10,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00321,-1.0,-15.0
MST_000639,MANTENIMIENTO_SALIDA,2024-03-10,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00322,-1.0,-26.0
MST_000522,MANTENIMIENTO_SALIDA,2024-03-15,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00205,-1.0,-15.0
MST_000523,MANTENIMIENTO_SALIDA,2024-03-15,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00206,-1.0,-26.0
MST_000746,MANTENIMIENTO_SALIDA,2024-04-02,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00429,-1.0,-15.0
MST_000747,MANTENIMIENTO_SALIDA,2024-04-02,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00430,-1.0,-26.0
MST_000336,MANTENIMIENTO_SALIDA,2024-04-03,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00019,-1.0,-15.0
MST_000337,MANTENIMIENTO_SALIDA,2024-04-03,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00020,-1.0,-26.0
MST_000462,MANTENIMIENTO_SALIDA,2024-04-08,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00145,-1.0,-15.0
MST_000463,MANTENIMIENTO_SALIDA,2024-04-08,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00146,-1.0,-26.0
MST_000398,MANTENIMIENTO_SALIDA,2024-04-10,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00081,-1.0,-15.0
MST_000399,MANTENIMIENTO_SALIDA,2024-04-10,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00082,-1.0,-26.0
MST_000586,MANTENIMIENTO_SALIDA,2024-04-10,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00269,-1.0,-15.0
MST_000587,MANTENIMIENTO_SALIDA,2024-04-10,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00270,-1.0,-26.0
MST_000524,MANTENIMIENTO_SALIDA,2024-04-12,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00207,-1.0,-15.0
MST_000525,MANTENIMIENTO_SALIDA,2024-04-12,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00208,-1.0,-26.0
MST_000256,COSECHA_INGRESO,2024-04-13,PROD_0001,DEP_0002,QLT_00009,1259.27,0.0,61.75,77759.92,0.0,erp_lotes_calidad,QLT_00009,1259.27,77759.92
MST_000684,MANTENIMIENTO_SALIDA,2024-04-14,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00367,-1.0,-15.0
MST_000685,MANTENIMIENTO_SALIDA,2024-04-14,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00368,-1.0,-26.0
MST_000252,COSECHA_INGRESO,2024-04-16,PROD_0001,DEP_0002,QLT_00005,834.47,0.0,61.12,51002.81,0.0,erp_lotes_calidad,QLT_00005,834.47,51002.81
MST_000275,VENTA_SALIDA,2024-04-24,PROD_0003,DEP_0002,QLT_00002,0.0,332.83,82.72,0.0,27531.7,erp_despachos_venta_det,DESPD_00004,-332.83,-27531.7
MST_000282,VENTA_SALIDA,2024-04-30,PROD_0003,DEP_0003,QLT_00006,0.0,344.97,99.41,0.0,34293.47,erp_despachos_venta_det,DESPD_00011,-344.97,-34293.47
MST_000251,COSECHA_INGRESO,2024-05-03,PROD_0002,DEP_0003,QLT_00004,435.23,0.0,106.55,46373.76,0.0,erp_lotes_calidad,QLT_00004,435.23,46373.76
MST_000259,COSECHA_INGRESO,2024-05-03,PROD_0002,DEP_0003,QLT_00012,408.13,0.0,99.53,40621.18,0.0,erp_lotes_calidad,QLT_00012,408.13,40621.18
MST_000640,MANTENIMIENTO_SALIDA,2024-05-03,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00323,-1.0,-15.0
MST_000641,MANTENIMIENTO_SALIDA,2024-05-03,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00324,-1.0,-26.0
MST_000464,MANTENIMIENTO_SALIDA,2024-05-05,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00147,-1.0,-15.0
MST_000465,MANTENIMIENTO_SALIDA,2024-05-05,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00148,-1.0,-26.0
MST_000254,COSECHA_INGRESO,2024-05-06,PROD_0002,DEP_0002,QLT_00007,748.47,0.0,80.68,60386.56,0.0,erp_lotes_calidad,QLT_00007,748.47,60386.56
MST_000285,VENTA_SALIDA,2024-05-07,PROD_0001,DEP_0002,QLT_00009,0.0,339.62,61.75,0.0,20971.53,erp_despachos_venta_det,DESPD_00014,-339.62,-20971.53
MST_000748,MANTENIMIENTO_SALIDA,2024-05-07,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00431,-1.0,-15.0
MST_000749,MANTENIMIENTO_SALIDA,2024-05-07,PROD_0015,DEP_0004,,0.0,1.0,26.0,0.0,26.0,mnt_ordenes_trabajo_det,MOTD_00432,-1.0,-26.0
MST_000526,MANTENIMIENTO_SALIDA,2024-05-08,PROD_0013,DEP_0004,,0.0,1.0,15.0,0.0,15.0,mnt_ordenes_trabajo_det,MOTD_00209,-1.0,-15.0
